habitat,lower,upper,weight
NH,01PLANT.Blackthorn,08BIRD.Carduelis cannabina,0.0565
NH,01PLANT.Bramble,08BIRD.Carduelis cannabina,0.00815
NH,01PLANT.Chenopodium sp,08BIRD.Carduelis cannabina,1.199764776
NH,01PLANT.Clover sp,08BIRD.Carduelis cannabina,0.027010833
NH,01PLANT.Common Mouse-ear,08BIRD.Carduelis cannabina,0.0195
NH,01PLANT.Creeping Buttercup,08BIRD.Carduelis cannabina,0.0237
NH,01PLANT.Creeping Thistle,08BIRD.Carduelis cannabina,0.000301
NH,01PLANT.Dock sp,08BIRD.Carduelis cannabina,0.0762
NH,01PLANT.Field Forget-me-not,08BIRD.Carduelis cannabina,0.027010833
NH,01PLANT.Grass sp,08BIRD.Carduelis cannabina,0.027010833
NH,01PLANT.Hawthorn,08BIRD.Carduelis cannabina,0.0847
NH,01PLANT.Hogweed,08BIRD.Carduelis cannabina,0.0192
NH,01PLANT.Knotgrass sp,08BIRD.Carduelis cannabina,0.000384
NH,01PLANT.Mayweed sp,08BIRD.Carduelis cannabina,0.067
NH,01PLANT.Persicaria sp,08BIRD.Carduelis cannabina,0.823114339
NH,01PLANT.Sow-thistle sp,08BIRD.Carduelis cannabina,0.081
NH,01PLANT.Spear Thistle,08BIRD.Carduelis cannabina,0.00135
NH,01PLANT.Stinging Nettle,08BIRD.Carduelis cannabina,0.027010833
NL,01PLANT.Clover sp,08BIRD.Carduelis cannabina,0.027010833
NL,01PLANT.Creeping Buttercup,08BIRD.Carduelis cannabina,0.0237
NL,01PLANT.Creeping Thistle,08BIRD.Carduelis cannabina,0.000301
NL,01PLANT.Field Forget-me-not,08BIRD.Carduelis cannabina,0.027010833
NL,01PLANT.Grass sp,08BIRD.Carduelis cannabina,0.027010833
NL,01PLANT.Mayweed sp,08BIRD.Carduelis cannabina,0.067
NL,01PLANT.Sow-thistle sp,08BIRD.Carduelis cannabina,0.081
NL,01PLANT.Spear Thistle,08BIRD.Carduelis cannabina,0.00135
NL,01PLANT.Wall Speedwell,08BIRD.Carduelis cannabina,0.00409
PP,01PLANT.Autumn Hawkbit,08BIRD.Carduelis cannabina,9.34E-08
PP,01PLANT.Charlock,08BIRD.Carduelis cannabina,2.357763382
PP,01PLANT.Clover sp,08BIRD.Carduelis cannabina,0.027010833
PP,01PLANT.Common Mouse-ear,08BIRD.Carduelis cannabina,0.0195
PP,01PLANT.Creeping Buttercup,08BIRD.Carduelis cannabina,0.0237
PP,01PLANT.Creeping Thistle,08BIRD.Carduelis cannabina,0.000301
PP,01PLANT.Dandelion,08BIRD.Carduelis cannabina,2.58E-05
PP,01PLANT.Dock sp,08BIRD.Carduelis cannabina,0.0762
PP,01PLANT.Grass sp,08BIRD.Carduelis cannabina,0.027010833
PP,01PLANT.Mayweed sp,08BIRD.Carduelis cannabina,0.067
PP,01PLANT.Selfheal,08BIRD.Carduelis cannabina,0.002012249
RG,01PLANT.Bramble,08BIRD.Carduelis cannabina,0.00815
RG,01PLANT.Charlock,08BIRD.Carduelis cannabina,2.357763382
RG,01PLANT.Clover sp,08BIRD.Carduelis cannabina,0.027010833
RG,01PLANT.Common Poppy,08BIRD.Carduelis cannabina,0.027010833
RG,01PLANT.Cow Parsley,08BIRD.Carduelis cannabina,0.000944
RG,01PLANT.Creeping Buttercup,08BIRD.Carduelis cannabina,0.0237
RG,01PLANT.Creeping Thistle,08BIRD.Carduelis cannabina,0.000301
RG,01PLANT.Dandelion,08BIRD.Carduelis cannabina,2.58E-05
RG,01PLANT.Dock sp,08BIRD.Carduelis cannabina,0.0762
RG,01PLANT.Grass sp,08BIRD.Carduelis cannabina,0.027010833
RG,01PLANT.Ground Ivy,08BIRD.Carduelis cannabina,0.000731
RG,01PLANT.Hawthorn,08BIRD.Carduelis cannabina,0.0847
RG,01PLANT.Hogweed,08BIRD.Carduelis cannabina,0.0192
RG,01PLANT.Mayweed sp,08BIRD.Carduelis cannabina,0.067
RG,01PLANT.Sow-thistle sp,08BIRD.Carduelis cannabina,0.081
RG,01PLANT.Spear Thistle,08BIRD.Carduelis cannabina,0.00135
RG,01PLANT.Stinging Nettle,08BIRD.Carduelis cannabina,0.027010833
RG,01PLANT.Willowherb sp,08BIRD.Carduelis cannabina,0.027010833
RG,01PLANT.Chenopodium sp,08BIRD.Carduelis cannabina,1.199764776
RG,01PLANT.Clover sp,08BIRD.Carduelis cannabina,0.027010833
RG,01PLANT.Corn Sowthistle,08BIRD.Carduelis cannabina,9.40E-05
RG,01PLANT.Creeping Thistle,08BIRD.Carduelis cannabina,0.000301
RG,01PLANT.Dock sp,08BIRD.Carduelis cannabina,0.0762
RG,01PLANT.Grass sp,08BIRD.Carduelis cannabina,0.027010833
RG,01PLANT.Knotgrass sp,08BIRD.Carduelis cannabina,0.000384
RG,01PLANT.Mayweed sp,08BIRD.Carduelis cannabina,0.067
RG,01PLANT.Persicaria sp,08BIRD.Carduelis cannabina,0.823114339
RG,01PLANT.Red Dead-nettle,08BIRD.Carduelis cannabina,0.0243
RG,01PLANT.Shepherd's Purse,08BIRD.Carduelis cannabina,0.266111422
RG,01PLANT.Sow-thistle sp,08BIRD.Carduelis cannabina,0.081
RG,01PLANT.Stinging Nettle,08BIRD.Carduelis cannabina,0.027010833
WD,01PLANT.Blackthorn,08BIRD.Carduelis cannabina,0.0565
WD,01PLANT.Bramble,08BIRD.Carduelis cannabina,0.00815
WD,01PLANT.Grass sp,08BIRD.Carduelis cannabina,0.027010833
WD,01PLANT.Hawthorn,08BIRD.Carduelis cannabina,0.0847
WD,01PLANT.Lesser Burdock,08BIRD.Carduelis cannabina,1.85E-05
WD,01PLANT.Oak,08BIRD.Carduelis cannabina,0.027010833
WD,01PLANT.Rough Chervil,08BIRD.Carduelis cannabina,0.00691
WD,01PLANT.Stinging Nettle,08BIRD.Carduelis cannabina,0.027010833
WD,01PLANT.Blackthorn,08BIRD.Carduelis cannabina,0.0565
WD,01PLANT.Bramble,08BIRD.Carduelis cannabina,0.00815
WD,01PLANT.Creeping Thistle,08BIRD.Carduelis cannabina,0.000301
WD,01PLANT.Dock sp,08BIRD.Carduelis cannabina,0.0762
WD,01PLANT.Grass sp,08BIRD.Carduelis cannabina,0.027010833
WD,01PLANT.Knotgrass sp,08BIRD.Carduelis cannabina,0.000384
WD,01PLANT.Nipplewort,08BIRD.Carduelis cannabina,4.08E-07
WD,01PLANT.Oak,08BIRD.Carduelis cannabina,0.027010833
WD,01PLANT.Sow-thistle sp,08BIRD.Carduelis cannabina,0.081
WD,01PLANT.Stinging Nettle,08BIRD.Carduelis cannabina,0.027010833
WD,01PLANT.Traveller's Joy,08BIRD.Carduelis cannabina,0.00126
CP,01PLANT.Clover sp,08BIRD.Carduelis carduelis,0.625710833
CP,01PLANT.Common Mouse-ear,08BIRD.Carduelis carduelis,0.452393611
CP,01PLANT.Common Poppy,08BIRD.Carduelis carduelis,0.625710833
CP,01PLANT.Creeping Buttercup,08BIRD.Carduelis carduelis,0.548791051
CP,01PLANT.Creeping Thistle,08BIRD.Carduelis carduelis,0.0646
CP,01PLANT.Dock sp,08BIRD.Carduelis carduelis,0.272348207
CP,01PLANT.Field Forget-me-not,08BIRD.Carduelis carduelis,0.625710833
CP,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.625710833
CP,01PLANT.Mayweed sp,08BIRD.Carduelis carduelis,14.36710567
CP,01PLANT.Meadow Buttercup,08BIRD.Carduelis carduelis,0.0478
CP,01PLANT.Oak,08BIRD.Carduelis carduelis,0.625710833
CP,01PLANT.Sow-thistle sp,08BIRD.Carduelis carduelis,17.36296187
CP,01PLANT.Spear Thistle,08BIRD.Carduelis carduelis,0.290190648
CP,01PLANT.Willowherb sp,08BIRD.Carduelis carduelis,0.625710833
CP,01PLANT.zCROP Wheat,08BIRD.Carduelis carduelis,0.625710833
SF,01PLANT.Creeping Buttercup,08BIRD.Carduelis carduelis,0.548791051
SF,01PLANT.Creeping Thistle,08BIRD.Carduelis carduelis,0.0646
SF,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.625710833
SF,01PLANT.Sow-thistle sp,08BIRD.Carduelis carduelis,17.36296187
GM,01PLANT.Autumn Hawkbit,08BIRD.Carduelis carduelis,2.00E-05
GM,01PLANT.Clover sp,08BIRD.Carduelis carduelis,0.625710833
GM,01PLANT.Cow Parsley,08BIRD.Carduelis carduelis,0.0219
GM,01PLANT.Creeping Buttercup,08BIRD.Carduelis carduelis,0.548791051
GM,01PLANT.Creeping Thistle,08BIRD.Carduelis carduelis,0.0646
GM,01PLANT.Dandelion,08BIRD.Carduelis carduelis,0.00553
GM,01PLANT.Dock sp,08BIRD.Carduelis carduelis,0.272348207
GM,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.625710833
GM,01PLANT.Hawkish Complex sp,08BIRD.Carduelis carduelis,0.00648
GM,01PLANT.Hawthorn,08BIRD.Carduelis carduelis,10.89553487
GM,01PLANT.Hogweed,08BIRD.Carduelis carduelis,0.443710605
GM,01PLANT.Persicaria sp,08BIRD.Carduelis carduelis,2.941343182
GM,01PLANT.Spear Thistle,08BIRD.Carduelis carduelis,0.290190648
GM,01PLANT.Stinging Nettle,08BIRD.Carduelis carduelis,0.625710833
LP,01PLANT.Clover sp,08BIRD.Carduelis carduelis,0.625710833
LP,01PLANT.Common Mouse-ear,08BIRD.Carduelis carduelis,0.452393611
LP,01PLANT.Creeping Buttercup,08BIRD.Carduelis carduelis,0.548791051
LP,01PLANT.Creeping Thistle,08BIRD.Carduelis carduelis,0.0646
LP,01PLANT.Dandelion,08BIRD.Carduelis carduelis,0.00553
LP,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.625710833
LP,01PLANT.Mayweed sp,08BIRD.Carduelis carduelis,14.36710567
LP,01PLANT.Sow-thistle sp,08BIRD.Carduelis carduelis,17.36296187
LP,01PLANT.Spear Thistle,08BIRD.Carduelis carduelis,0.290190648
LU,01PLANT.Clover sp,08BIRD.Carduelis carduelis,0.625710833
LU,01PLANT.Creeping Buttercup,08BIRD.Carduelis carduelis,0.548791051
LU,01PLANT.Dandelion,08BIRD.Carduelis carduelis,0.00553
LU,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.625710833
MH,01PLANT.Blackthorn,08BIRD.Carduelis carduelis,7.269602684
MH,01PLANT.Bramble,08BIRD.Carduelis carduelis,1.048853815
MH,01PLANT.Chenopodium sp,08BIRD.Carduelis carduelis,61.09371052
MH,01PLANT.Clover sp,08BIRD.Carduelis carduelis,0.625710833
MH,01PLANT.Common Mouse-ear,08BIRD.Carduelis carduelis,0.452393611
MH,01PLANT.Cow Parsley,08BIRD.Carduelis carduelis,0.0219
MH,01PLANT.Creeping Buttercup,08BIRD.Carduelis carduelis,0.548791051
MH,01PLANT.Creeping Thistle,08BIRD.Carduelis carduelis,0.0646
MH,01PLANT.Dock sp,08BIRD.Carduelis carduelis,0.272348207
MH,01PLANT.Dog's Mercury,08BIRD.Carduelis carduelis,0.625710833
MH,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.625710833
MH,01PLANT.Ground Ivy,08BIRD.Carduelis carduelis,0.016942768
MH,01PLANT.Hawthorn,08BIRD.Carduelis carduelis,10.89553487
MH,01PLANT.Hogweed,08BIRD.Carduelis carduelis,0.443710605
MH,01PLANT.Knotgrass sp,08BIRD.Carduelis carduelis,0.00137
MH,01PLANT.Nipplewort,08BIRD.Carduelis carduelis,8.75E-05
MH,01PLANT.Oak,08BIRD.Carduelis carduelis,0.625710833
MH,01PLANT.Persicaria sp,08BIRD.Carduelis carduelis,2.941343182
MH,01PLANT.Red Dead-nettle,08BIRD.Carduelis carduelis,0.562153942
MH,01PLANT.Rose sp,08BIRD.Carduelis carduelis,0.0788
MH,01PLANT.Rough Chervil,08BIRD.Carduelis carduelis,0.160126869
MH,01PLANT.Spear Thistle,08BIRD.Carduelis carduelis,0.290190648
MH,01PLANT.Stinging Nettle,08BIRD.Carduelis carduelis,0.625710833
MH,01PLANT.zCROP Wheat,08BIRD.Carduelis carduelis,0.625710833
NH,01PLANT.Black Bindweed,08BIRD.Carduelis carduelis,0.000396
NH,01PLANT.Blackthorn,08BIRD.Carduelis carduelis,7.269602684
NH,01PLANT.Bramble,08BIRD.Carduelis carduelis,1.048853815
NH,01PLANT.Chenopodium sp,08BIRD.Carduelis carduelis,61.09371052
NH,01PLANT.Clover sp,08BIRD.Carduelis carduelis,0.625710833
NH,01PLANT.Common Mouse-ear,08BIRD.Carduelis carduelis,0.452393611
NH,01PLANT.Creeping Buttercup,08BIRD.Carduelis carduelis,0.548791051
NH,01PLANT.Creeping Thistle,08BIRD.Carduelis carduelis,0.0646
NH,01PLANT.Dock sp,08BIRD.Carduelis carduelis,0.272348207
NH,01PLANT.Field Forget-me-not,08BIRD.Carduelis carduelis,0.625710833
NH,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.625710833
NH,01PLANT.Hawthorn,08BIRD.Carduelis carduelis,10.89553487
NH,01PLANT.Hogweed,08BIRD.Carduelis carduelis,0.443710605
NH,01PLANT.Knotgrass sp,08BIRD.Carduelis carduelis,0.00137
NH,01PLANT.Mayweed sp,08BIRD.Carduelis carduelis,14.36710567
NH,01PLANT.Persicaria sp,08BIRD.Carduelis carduelis,2.941343182
NH,01PLANT.Sow-thistle sp,08BIRD.Carduelis carduelis,17.36296187
NH,01PLANT.Spear Thistle,08BIRD.Carduelis carduelis,0.290190648
NH,01PLANT.Stinging Nettle,08BIRD.Carduelis carduelis,0.625710833
NL,01PLANT.Clover sp,08BIRD.Carduelis carduelis,0.625710833
NL,01PLANT.Creeping Buttercup,08BIRD.Carduelis carduelis,0.548791051
NL,01PLANT.Creeping Thistle,08BIRD.Carduelis carduelis,0.0646
NL,01PLANT.Field Forget-me-not,08BIRD.Carduelis carduelis,0.625710833
NL,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.625710833
NL,01PLANT.Mayweed sp,08BIRD.Carduelis carduelis,14.36710567
NL,01PLANT.Sow-thistle sp,08BIRD.Carduelis carduelis,17.36296187
NL,01PLANT.Spear Thistle,08BIRD.Carduelis carduelis,0.290190648
PP,01PLANT.Autumn Hawkbit,08BIRD.Carduelis carduelis,2.00E-05
PP,01PLANT.Clover sp,08BIRD.Carduelis carduelis,0.625710833
PP,01PLANT.Common Mouse-ear,08BIRD.Carduelis carduelis,0.452393611
PP,01PLANT.Creeping Buttercup,08BIRD.Carduelis carduelis,0.548791051
PP,01PLANT.Creeping Thistle,08BIRD.Carduelis carduelis,0.0646
PP,01PLANT.Dandelion,08BIRD.Carduelis carduelis,0.00553
PP,01PLANT.Dock sp,08BIRD.Carduelis carduelis,0.272348207
PP,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.625710833
PP,01PLANT.Mayweed sp,08BIRD.Carduelis carduelis,14.36710567
PP,01PLANT.Selfheal,08BIRD.Carduelis carduelis,0.046614123
RG,01PLANT.Bramble,08BIRD.Carduelis carduelis,1.048853815
RG,01PLANT.Clover sp,08BIRD.Carduelis carduelis,0.625710833
RG,01PLANT.Common Poppy,08BIRD.Carduelis carduelis,0.625710833
RG,01PLANT.Cow Parsley,08BIRD.Carduelis carduelis,0.0219
RG,01PLANT.Creeping Buttercup,08BIRD.Carduelis carduelis,0.548791051
RG,01PLANT.Creeping Thistle,08BIRD.Carduelis carduelis,0.0646
RG,01PLANT.Dandelion,08BIRD.Carduelis carduelis,0.00553
RG,01PLANT.Dock sp,08BIRD.Carduelis carduelis,0.272348207
RG,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.625710833
RG,01PLANT.Ground Ivy,08BIRD.Carduelis carduelis,0.016942768
RG,01PLANT.Hawthorn,08BIRD.Carduelis carduelis,10.89553487
RG,01PLANT.Hogweed,08BIRD.Carduelis carduelis,0.443710605
RG,01PLANT.Mayweed sp,08BIRD.Carduelis carduelis,14.36710567
RG,01PLANT.Sow-thistle sp,08BIRD.Carduelis carduelis,17.36296187
RG,01PLANT.Spear Thistle,08BIRD.Carduelis carduelis,0.290190648
RG,01PLANT.Stinging Nettle,08BIRD.Carduelis carduelis,0.625710833
RG,01PLANT.Willowherb sp,08BIRD.Carduelis carduelis,0.625710833
RG,01PLANT.Chenopodium sp,08BIRD.Carduelis carduelis,14.66008334
RG,01PLANT.Clover sp,08BIRD.Carduelis carduelis,0.025
RG,01PLANT.Corn Sowthistle,08BIRD.Carduelis carduelis,0.0136
RG,01PLANT.Creeping Thistle,08BIRD.Carduelis carduelis,0.868249312
RG,01PLANT.Dock sp,08BIRD.Carduelis carduelis,0.492940394
RG,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.1175
RG,01PLANT.Knotgrass sp,08BIRD.Carduelis carduelis,0.018
RG,01PLANT.Mayweed sp,08BIRD.Carduelis carduelis,3.564103505
RG,01PLANT.Persicaria sp,08BIRD.Carduelis carduelis,0.260681754
RG,01PLANT.Pineappleweed,08BIRD.Carduelis carduelis,0.306070469
RG,01PLANT.Red Dead-nettle,08BIRD.Carduelis carduelis,0.0925
RG,01PLANT.Sow-thistle sp,08BIRD.Carduelis carduelis,2.963831772
RG,01PLANT.Stinging Nettle,08BIRD.Carduelis carduelis,0.1175
RG,01PLANT.Chenopodium sp,08BIRD.Carduelis carduelis,61.09371052
RG,01PLANT.Clover sp,08BIRD.Carduelis carduelis,0.625710833
RG,01PLANT.Corn Sowthistle,08BIRD.Carduelis carduelis,0.0202
RG,01PLANT.Creeping Thistle,08BIRD.Carduelis carduelis,0.0646
RG,01PLANT.Dock sp,08BIRD.Carduelis carduelis,0.272348207
RG,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.625710833
RG,01PLANT.Knotgrass sp,08BIRD.Carduelis carduelis,0.00137
RG,01PLANT.Mayweed sp,08BIRD.Carduelis carduelis,14.36710567
RG,01PLANT.Persicaria sp,08BIRD.Carduelis carduelis,2.941343182
RG,01PLANT.Red Dead-nettle,08BIRD.Carduelis carduelis,0.562153942
RG,01PLANT.Sow-thistle sp,08BIRD.Carduelis carduelis,17.36296187
RG,01PLANT.Stinging Nettle,08BIRD.Carduelis carduelis,0.625710833
WD,01PLANT.Blackthorn,08BIRD.Carduelis carduelis,7.269602684
WD,01PLANT.Bramble,08BIRD.Carduelis carduelis,1.048853815
WD,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.625710833
WD,01PLANT.Hawthorn,08BIRD.Carduelis carduelis,10.89553487
WD,01PLANT.Lesser Burdock,08BIRD.Carduelis carduelis,0.00396
WD,01PLANT.Oak,08BIRD.Carduelis carduelis,0.625710833
WD,01PLANT.Rough Chervil,08BIRD.Carduelis carduelis,0.160126869
WD,01PLANT.Stinging Nettle,08BIRD.Carduelis carduelis,0.625710833
WD,01PLANT.Blackthorn,08BIRD.Carduelis carduelis,7.269602684
WD,01PLANT.Bramble,08BIRD.Carduelis carduelis,1.048853815
WD,01PLANT.Creeping Thistle,08BIRD.Carduelis carduelis,0.0646
WD,01PLANT.Dock sp,08BIRD.Carduelis carduelis,0.272348207
WD,01PLANT.Grass sp,08BIRD.Carduelis carduelis,0.625710833
WD,01PLANT.Knotgrass sp,08BIRD.Carduelis carduelis,0.00137
WD,01PLANT.Nipplewort,08BIRD.Carduelis carduelis,8.75E-05
WD,01PLANT.Oak,08BIRD.Carduelis carduelis,0.625710833
WD,01PLANT.Sow-thistle sp,08BIRD.Carduelis carduelis,17.36296187
WD,01PLANT.Stinging Nettle,08BIRD.Carduelis carduelis,0.625710833
WD,01PLANT.Traveller's Joy,08BIRD.Carduelis carduelis,0.0291
CP,01PLANT.Charlock,08BIRD.Carduelis chloris,4.643704701
CP,01PLANT.Clover sp,08BIRD.Carduelis chloris,0.05791
CP,01PLANT.Common Mouse-ear,08BIRD.Carduelis chloris,0.03937
CP,01PLANT.Creeping Buttercup,08BIRD.Carduelis chloris,0.0632
CP,01PLANT.Creeping Thistle,08BIRD.Carduelis chloris,0.05164
CP,01PLANT.Dock sp,08BIRD.Carduelis chloris,0.271203164
CP,01PLANT.Grass sp,08BIRD.Carduelis chloris,0.080263917
CP,01PLANT.Hairy Tare,08BIRD.Carduelis chloris,0.02169
CP,01PLANT.Mayweed sp,08BIRD.Carduelis chloris,2.046757909
CP,01PLANT.Meadow Buttercup,08BIRD.Carduelis chloris,0.00859
CP,01PLANT.Oak,08BIRD.Carduelis chloris,0.080263917
CP,01PLANT.Shepherd's Purse,08BIRD.Carduelis chloris,0.326234749
CP,01PLANT.Sow-thistle sp,08BIRD.Carduelis chloris,1.845633255
CP,01PLANT.Spear Thistle,08BIRD.Carduelis chloris,0.185933168
CP,01PLANT.Willowherb sp,08BIRD.Carduelis chloris,0.080263917
CP,01PLANT.zCROP Wheat,08BIRD.Carduelis chloris,2.87776677
SF,01PLANT.Creeping Buttercup,08BIRD.Carduelis chloris,0.0632
SF,01PLANT.Creeping Thistle,08BIRD.Carduelis chloris,0.05164
SF,01PLANT.Grass sp,08BIRD.Carduelis chloris,0.080263917
SF,01PLANT.Sow-thistle sp,08BIRD.Carduelis chloris,1.845633255
GM,01PLANT.Autumn Hawkbit,08BIRD.Carduelis chloris,1.69E-06
GM,01PLANT.Charlock,08BIRD.Carduelis chloris,4.643704701
GM,01PLANT.Clover sp,08BIRD.Carduelis chloris,0.05791
GM,01PLANT.Cow Parsley,08BIRD.Carduelis chloris,0.002356
GM,01PLANT.Creeping Buttercup,08BIRD.Carduelis chloris,0.0632
GM,01PLANT.Creeping Thistle,08BIRD.Carduelis chloris,0.05164
GM,01PLANT.Dandelion,08BIRD.Carduelis chloris,0.001325
GM,01PLANT.Dock sp,08BIRD.Carduelis chloris,0.271203164
GM,01PLANT.Grass sp,08BIRD.Carduelis chloris,0.080263917
GM,01PLANT.Hawkish Complex sp,08BIRD.Carduelis chloris,0.002516
GM,01PLANT.Hawthorn,08BIRD.Carduelis chloris,0.425874554
GM,01PLANT.Hogweed,08BIRD.Carduelis chloris,0.037158
GM,01PLANT.Persicaria sp,08BIRD.Carduelis chloris,1.807310489
GM,01PLANT.Spear Thistle,08BIRD.Carduelis chloris,0.185933168
LP,01PLANT.Charlock,08BIRD.Carduelis chloris,4.643704701
LP,01PLANT.Clover sp,08BIRD.Carduelis chloris,0.05791
LP,01PLANT.Common Mouse-ear,08BIRD.Carduelis chloris,0.03937
LP,01PLANT.Creeping Buttercup,08BIRD.Carduelis chloris,0.0632
LP,01PLANT.Creeping Thistle,08BIRD.Carduelis chloris,0.05164
LP,01PLANT.Dandelion,08BIRD.Carduelis chloris,0.001325
LP,01PLANT.Grass sp,08BIRD.Carduelis chloris,0.080263917
LP,01PLANT.Mayweed sp,08BIRD.Carduelis chloris,2.046757909
LP,01PLANT.Sow-thistle sp,08BIRD.Carduelis chloris,1.845633255
LP,01PLANT.Spear Thistle,08BIRD.Carduelis chloris,0.185933168
LU,01PLANT.Clover sp,08BIRD.Carduelis chloris,0.05791
LU,01PLANT.Creeping Buttercup,08BIRD.Carduelis chloris,0.0632
LU,01PLANT.Dandelion,08BIRD.Carduelis chloris,0.001325
LU,01PLANT.Grass sp,08BIRD.Carduelis chloris,0.080263917
MH,01PLANT.Blackthorn,08BIRD.Carduelis chloris,0.25372341
MH,01PLANT.Bramble,08BIRD.Carduelis chloris,0.0748
MH,01PLANT.Chenopodium sp,08BIRD.Carduelis chloris,0.261639109
MH,01PLANT.Cleavers,08BIRD.Carduelis chloris,0.080263917
MH,01PLANT.Clover sp,08BIRD.Carduelis chloris,0.05791
MH,01PLANT.Common Mouse-ear,08BIRD.Carduelis chloris,0.03937
MH,01PLANT.Cow Parsley,08BIRD.Carduelis chloris,0.002356
MH,01PLANT.Creeping Buttercup,08BIRD.Carduelis chloris,0.0632
MH,01PLANT.Creeping Thistle,08BIRD.Carduelis chloris,0.05164
MH,01PLANT.Cut-leaved Crane's-bill,08BIRD.Carduelis chloris,0.0364
MH,01PLANT.Dock sp,08BIRD.Carduelis chloris,0.271203164
MH,01PLANT.Dog's Mercury,08BIRD.Carduelis chloris,0.052242917
MH,01PLANT.Grass sp,08BIRD.Carduelis chloris,0.080263917
MH,01PLANT.Ground Ivy,08BIRD.Carduelis chloris,0.00141
MH,01PLANT.Hawthorn,08BIRD.Carduelis chloris,0.425874554
MH,01PLANT.Herb Robert,08BIRD.Carduelis chloris,0.0158
MH,01PLANT.Hogweed,08BIRD.Carduelis chloris,0.037158
MH,01PLANT.Knotgrass sp,08BIRD.Carduelis chloris,0.012066109
MH,01PLANT.Nipplewort,08BIRD.Carduelis chloris,0.00027237
MH,01PLANT.Oak,08BIRD.Carduelis chloris,0.080263917
MH,01PLANT.Persicaria sp,08BIRD.Carduelis chloris,1.807310489
MH,01PLANT.Red Dead-nettle,08BIRD.Carduelis chloris,0.0469
MH,01PLANT.Rose sp,08BIRD.Carduelis chloris,0.029005016
MH,01PLANT.Rough Chervil,08BIRD.Carduelis chloris,0.040737128
MH,01PLANT.Spear Thistle,08BIRD.Carduelis chloris,0.185933168
MH,01PLANT.zCROP Wheat,08BIRD.Carduelis chloris,2.87776677
NH,01PLANT.Black Bindweed,08BIRD.Carduelis chloris,0.002347
NH,01PLANT.Blackthorn,08BIRD.Carduelis chloris,0.25372341
NH,01PLANT.Bramble,08BIRD.Carduelis chloris,0.0748
NH,01PLANT.Bush Vetch,08BIRD.Carduelis chloris,0.000131
NH,01PLANT.Chenopodium sp,08BIRD.Carduelis chloris,0.261639109
NH,01PLANT.Clover sp,08BIRD.Carduelis chloris,0.05791
NH,01PLANT.Common Mouse-ear,08BIRD.Carduelis chloris,0.03937
NH,01PLANT.Creeping Buttercup,08BIRD.Carduelis chloris,0.0632
NH,01PLANT.Creeping Thistle,08BIRD.Carduelis chloris,0.05164
NH,01PLANT.Dock sp,08BIRD.Carduelis chloris,0.271203164
NH,01PLANT.Grass sp,08BIRD.Carduelis chloris,0.080263917
NH,01PLANT.Hawthorn,08BIRD.Carduelis chloris,0.425874554
NH,01PLANT.Hogweed,08BIRD.Carduelis chloris,0.037158
NH,01PLANT.Knotgrass sp,08BIRD.Carduelis chloris,0.012066109
NH,01PLANT.Mayweed sp,08BIRD.Carduelis chloris,2.046757909
NH,01PLANT.Persicaria sp,08BIRD.Carduelis chloris,1.807310489
NH,01PLANT.Sow-thistle sp,08BIRD.Carduelis chloris,1.845633255
NH,01PLANT.Spear Thistle,08BIRD.Carduelis chloris,0.185933168
NL,01PLANT.Clover sp,08BIRD.Carduelis chloris,0.05791
NL,01PLANT.Creeping Buttercup,08BIRD.Carduelis chloris,0.0632
NL,01PLANT.Creeping Thistle,08BIRD.Carduelis chloris,0.05164
NL,01PLANT.Grass sp,08BIRD.Carduelis chloris,0.080263917
NL,01PLANT.Mayweed sp,08BIRD.Carduelis chloris,2.046757909
NL,01PLANT.Sow-thistle sp,08BIRD.Carduelis chloris,1.845633255
NL,01PLANT.Spear Thistle,08BIRD.Carduelis chloris,0.185933168
PP,01PLANT.Autumn Hawkbit,08BIRD.Carduelis chloris,1.69E-06
PP,01PLANT.Charlock,08BIRD.Carduelis chloris,4.643704701
PP,01PLANT.Clover sp,08BIRD.Carduelis chloris,0.05791
PP,01PLANT.Common Mouse-ear,08BIRD.Carduelis chloris,0.03937
PP,01PLANT.Creeping Buttercup,08BIRD.Carduelis chloris,0.0632
PP,01PLANT.Creeping Thistle,08BIRD.Carduelis chloris,0.05164
PP,01PLANT.Dandelion,08BIRD.Carduelis chloris,0.001325
PP,01PLANT.Dock sp,08BIRD.Carduelis chloris,0.271203164
PP,01PLANT.Grass sp,08BIRD.Carduelis chloris,0.080263917
PP,01PLANT.Lesser Trefoil,08BIRD.Carduelis chloris,0.00045
PP,01PLANT.Mayweed sp,08BIRD.Carduelis chloris,2.046757909
