"management","node_id","taxon_from","services","node_int","node_to","services_to","type","hop"
"M",295,"Flower-visiting","Pollination",26,276,"Pollination","I",2
"M",295,"Flower-visiting","Pollination",26,450,"None","I",2
"M",295,"Flower-visiting","Pollination",26,308,"Pollination","I",2
"M",295,"Flower-visiting","Pollination",26,293,"Pollination","I",2
"M",295,"Flower-visiting","Pollination",26,201,"None","I",2
"M",295,"Flower-visiting","Pollination",26,292,"None","I",2
"M",295,"Flower-visiting","Pollination",26,138,"Pollination","I",2
"M",295,"Flower-visiting","Pollination",26,313,"Pollination","I",2
"M",295,"Flower-visiting","Pollination",26,333,"None","I",2
"M",295,"Flower-visiting","Pollination",26,327,"Pollination","I",2
"M",295,"Flower-visiting","Pollination",26,297,"None","I",2
"M",295,"Flower-visiting","Pollination",26,154,"None","I",2
"M",295,"Flower-visiting","Pollination",26,304,"None","I",2
"M",295,"Flower-visiting","Pollination",26,252,"None","I",2
"M",295,"Flower-visiting","Pollination",26,209,"None","I",2
"M",295,"Flower-visiting","Pollination",26,114,"None","I",2
"M",295,"Flower-visiting","Pollination",26,100,"None","I",2
"M",295,"Flower-visiting","Pollination",26,234,"Pollination","I",2
"M",295,"Flower-visiting","Pollination",26,220,"None","I",2
"M",295,"Flower-visiting","Pollination",26,256,"None","I",2
"M",295,"Flower-visiting","Pollination",26,403,"None","I",2
"M",112,"Flower-visiting","Pollination",14,421,"None","I",2
"M",112,"Flower-visiting","Pollination",14,430,"None","I",2
"M",112,"Flower-visiting","Pollination",14,482,"None","I",2
"M",112,"Flower-visiting","Pollination",14,483,"None","I",2
"M",112,"Flower-visiting","Pollination",14,486,"None","I",2
"M",112,"Flower-visiting","Pollination",14,508,"Crop damage","I",2
"M",112,"Flower-visiting","Pollination",14,523,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,523,"Butterfly watching","I",2
"M",112,"Flower-visiting","Pollination",14,513,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,513,"Butterfly watching","I",2
"M",112,"Flower-visiting","Pollination",14,525,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,525,"Butterfly watching","I",2
"M",112,"Flower-visiting","Pollination",14,496,"Crop damage","I",2
"M",112,"Flower-visiting","Pollination",14,496,"Bird watching","I",2
"M",112,"Flower-visiting","Pollination",14,497,"Crop damage","I",2
"M",112,"Flower-visiting","Pollination",14,497,"Bird watching","I",2
"M",112,"Flower-visiting","Pollination",14,498,"Crop damage","I",2
"M",112,"Flower-visiting","Pollination",14,498,"Bird watching","I",2
"M",112,"Flower-visiting","Pollination",14,499,"Crop damage","I",2
"M",112,"Flower-visiting","Pollination",14,499,"Seed dispersal","I",2
"M",112,"Flower-visiting","Pollination",14,499,"Bird watching","I",2
"M",112,"Flower-visiting","Pollination",14,500,"Crop damage","I",2
"M",112,"Flower-visiting","Pollination",14,500,"Seed dispersal","I",2
"M",112,"Flower-visiting","Pollination",14,502,"Crop damage","I",2
"M",112,"Flower-visiting","Pollination",14,502,"Seed dispersal","I",2
"M",112,"Flower-visiting","Pollination",14,503,"Crop damage","I",2
"M",112,"Flower-visiting","Pollination",14,503,"Bird watching","I",2
"M",112,"Flower-visiting","Pollination",14,504,"Crop damage","I",2
"M",112,"Flower-visiting","Pollination",14,504,"Seed dispersal","I",2
"M",112,"Flower-visiting","Pollination",14,124,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,323,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,445,"Pest control","I",2
"M",112,"Flower-visiting","Pollination",14,457,"Pest control","I",2
"M",112,"Flower-visiting","Pollination",14,423,"None","I",2
"M",112,"Flower-visiting","Pollination",14,484,"None","I",2
"M",112,"Flower-visiting","Pollination",14,246,"None","I",2
"M",112,"Flower-visiting","Pollination",14,267,"None","I",2
"M",112,"Flower-visiting","Pollination",14,512,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,512,"Butterfly watching","I",2
"M",112,"Flower-visiting","Pollination",14,522,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,522,"Butterfly watching","I",2
"M",112,"Flower-visiting","Pollination",14,515,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,515,"Butterfly watching","I",2
"M",112,"Flower-visiting","Pollination",14,236,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,123,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,126,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,190,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,127,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,337,"None","I",2
"M",112,"Flower-visiting","Pollination",14,447,"None","I",2
"M",112,"Flower-visiting","Pollination",14,113,"None","I",2
"M",112,"Flower-visiting","Pollination",14,101,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,303,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,179,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,284,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,302,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,314,"None","I",2
"M",112,"Flower-visiting","Pollination",14,122,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,360,"None","I",2
"M",112,"Flower-visiting","Pollination",14,300,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,109,"None","I",2
"M",112,"Flower-visiting","Pollination",14,125,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,469,"Pest control","I",2
"M",112,"Flower-visiting","Pollination",14,464,"None","I",2
"M",112,"Flower-visiting","Pollination",14,478,"None","I",2
"M",112,"Flower-visiting","Pollination",14,283,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,304,"None","I",2
"M",112,"Flower-visiting","Pollination",14,158,"None","I",2
"M",112,"Flower-visiting","Pollination",14,518,"Pollination","I",2
"M",112,"Flower-visiting","Pollination",14,518,"Butterfly watching","I",2
"M",345,"Aphid","None",54,436,"None","I",2
"M",345,"Aphid","None",54,426,"None","I",2
"M",345,"Aphid","None",54,445,"Pest control","I",2
"M",345,"Aphid","None",54,496,"Crop damage","I",2
"M",345,"Aphid","None",54,496,"Bird watching","I",2
"M",345,"Aphid","None",54,497,"Crop damage","I",2
"M",345,"Aphid","None",54,497,"Bird watching","I",2
"M",345,"Aphid","None",54,498,"Crop damage","I",2
"M",345,"Aphid","None",54,498,"Bird watching","I",2
"M",345,"Aphid","None",54,499,"Crop damage","I",2
"M",345,"Aphid","None",54,499,"Seed dispersal","I",2
"M",345,"Aphid","None",54,499,"Bird watching","I",2
"M",345,"Aphid","None",54,500,"Crop damage","I",2
"M",345,"Aphid","None",54,500,"Seed dispersal","I",2
"M",345,"Aphid","None",54,501,"Crop damage","I",2
"M",345,"Aphid","None",54,501,"Seed dispersal","I",2
"M",345,"Aphid","None",54,501,"Bird watching","I",2
"M",345,"Aphid","None",54,503,"Crop damage","I",2
"M",345,"Aphid","None",54,503,"Bird watching","I",2
"M",345,"Aphid","None",54,505,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,357,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,358,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,467,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,433,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,438,"Pest control","I",2
"M",435,"Leaf-miner parasitoid","None",44,425,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,508,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,495,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,495,"Bird watching","I",2
"M",435,"Leaf-miner parasitoid","None",44,496,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,496,"Bird watching","I",2
"M",435,"Leaf-miner parasitoid","None",44,497,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,497,"Bird watching","I",2
"M",435,"Leaf-miner parasitoid","None",44,498,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,498,"Bird watching","I",2
"M",435,"Leaf-miner parasitoid","None",44,499,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,499,"Seed dispersal","I",2
"M",435,"Leaf-miner parasitoid","None",44,499,"Bird watching","I",2
"M",435,"Leaf-miner parasitoid","None",44,500,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,500,"Seed dispersal","I",2
"M",435,"Leaf-miner parasitoid","None",44,501,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,501,"Seed dispersal","I",2
"M",435,"Leaf-miner parasitoid","None",44,501,"Bird watching","I",2
"M",435,"Leaf-miner parasitoid","None",44,502,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,502,"Seed dispersal","I",2
"M",435,"Leaf-miner parasitoid","None",44,503,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,503,"Bird watching","I",2
"M",435,"Leaf-miner parasitoid","None",44,504,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,504,"Seed dispersal","I",2
"M",435,"Leaf-miner parasitoid","None",44,505,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,471,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,389,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,457,"Pest control","I",2
"M",435,"Leaf-miner parasitoid","None",44,445,"Pest control","I",2
"M",435,"Leaf-miner parasitoid","None",44,462,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,461,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,447,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,423,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,422,"Pest control","I",2
"M",435,"Leaf-miner parasitoid","None",44,412,"Pest control","I",2
"M",435,"Leaf-miner parasitoid","None",44,470,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,453,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,401,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,351,"Crop damage","I",2
"M",435,"Leaf-miner parasitoid","None",44,455,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,345,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,469,"Pest control","I",2
"M",435,"Leaf-miner parasitoid","None",44,411,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,456,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,441,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,409,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,434,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,444,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,475,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,432,"None","I",2
"M",435,"Leaf-miner parasitoid","None",44,446,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,363,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,344,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,470,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,421,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,439,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,445,"Pest control","I",2
"M",426,"Leaf-miner parasitoid","None",28,389,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,433,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,131,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,244,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,513,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,513,"Butterfly watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,514,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,514,"Butterfly watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,516,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,516,"Butterfly watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,517,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,517,"Butterfly watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,519,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,519,"Butterfly watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,523,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,523,"Butterfly watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,525,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,525,"Butterfly watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,496,"Crop damage","I",2
"M",426,"Leaf-miner parasitoid","None",28,496,"Bird watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,497,"Crop damage","I",2
"M",426,"Leaf-miner parasitoid","None",28,497,"Bird watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,498,"Crop damage","I",2
"M",426,"Leaf-miner parasitoid","None",28,498,"Bird watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,499,"Crop damage","I",2
"M",426,"Leaf-miner parasitoid","None",28,499,"Seed dispersal","I",2
"M",426,"Leaf-miner parasitoid","None",28,499,"Bird watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,502,"Crop damage","I",2
"M",426,"Leaf-miner parasitoid","None",28,502,"Seed dispersal","I",2
"M",426,"Leaf-miner parasitoid","None",28,504,"Crop damage","I",2
"M",426,"Leaf-miner parasitoid","None",28,504,"Seed dispersal","I",2
"M",426,"Leaf-miner parasitoid","None",28,505,"Crop damage","I",2
"M",426,"Leaf-miner parasitoid","None",28,452,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,425,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,454,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,451,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,407,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,492,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,521,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,521,"Butterfly watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,524,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,524,"Butterfly watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,520,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,520,"Butterfly watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,362,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,464,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,435,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,471,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,438,"Pest control","I",2
"M",426,"Leaf-miner parasitoid","None",28,313,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,515,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,515,"Butterfly watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,179,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,303,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,457,"Pest control","I",2
"M",426,"Leaf-miner parasitoid","None",28,391,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,512,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,512,"Butterfly watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,295,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,186,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,112,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,467,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,402,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,218,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,227,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,260,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,271,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,329,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,408,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,511,"Pollination","I",2
"M",426,"Leaf-miner parasitoid","None",28,511,"Butterfly watching","I",2
"M",426,"Leaf-miner parasitoid","None",28,156,"None","I",2
"M",426,"Leaf-miner parasitoid","None",28,405,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,357,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,358,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,467,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,433,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,438,"Pest control","I",2
"M",471,"Leaf-miner parasitoid","None",44,425,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,508,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,495,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,495,"Bird watching","I",2
"M",471,"Leaf-miner parasitoid","None",44,496,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,496,"Bird watching","I",2
"M",471,"Leaf-miner parasitoid","None",44,497,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,497,"Bird watching","I",2
"M",471,"Leaf-miner parasitoid","None",44,498,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,498,"Bird watching","I",2
"M",471,"Leaf-miner parasitoid","None",44,499,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,499,"Seed dispersal","I",2
"M",471,"Leaf-miner parasitoid","None",44,499,"Bird watching","I",2
"M",471,"Leaf-miner parasitoid","None",44,500,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,500,"Seed dispersal","I",2
"M",471,"Leaf-miner parasitoid","None",44,501,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,501,"Seed dispersal","I",2
"M",471,"Leaf-miner parasitoid","None",44,501,"Bird watching","I",2
"M",471,"Leaf-miner parasitoid","None",44,502,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,502,"Seed dispersal","I",2
"M",471,"Leaf-miner parasitoid","None",44,503,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,503,"Bird watching","I",2
"M",471,"Leaf-miner parasitoid","None",44,504,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,504,"Seed dispersal","I",2
"M",471,"Leaf-miner parasitoid","None",44,505,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,435,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,389,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,457,"Pest control","I",2
"M",471,"Leaf-miner parasitoid","None",44,445,"Pest control","I",2
"M",471,"Leaf-miner parasitoid","None",44,462,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,461,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,447,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,423,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,422,"Pest control","I",2
"M",471,"Leaf-miner parasitoid","None",44,412,"Pest control","I",2
"M",471,"Leaf-miner parasitoid","None",44,470,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,453,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,401,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,351,"Crop damage","I",2
"M",471,"Leaf-miner parasitoid","None",44,455,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,345,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,469,"Pest control","I",2
"M",471,"Leaf-miner parasitoid","None",44,411,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,456,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,441,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,409,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,434,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,444,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,475,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,432,"None","I",2
"M",471,"Leaf-miner parasitoid","None",44,446,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,183,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,318,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,144,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,232,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,361,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,445,"Pest control","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,438,"Pest control","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,422,"Pest control","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,467,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,470,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,421,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,437,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,447,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,415,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,455,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,441,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,397,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,465,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,401,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,469,"Pest control","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,389,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,394,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,390,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,425,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,426,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,166,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,228,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,179,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,198,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,237,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,164,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,142,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,514,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,514,"Butterfly watching","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,517,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,517,"Butterfly watching","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,525,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,525,"Butterfly watching","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,522,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,522,"Butterfly watching","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,495,"Crop damage","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,495,"Bird watching","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,497,"Crop damage","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,497,"Bird watching","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,498,"Crop damage","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,498,"Bird watching","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,499,"Crop damage","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,499,"Seed dispersal","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,499,"Bird watching","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,500,"Crop damage","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,500,"Seed dispersal","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,501,"Crop damage","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,501,"Seed dispersal","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,501,"Bird watching","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,502,"Crop damage","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,502,"Seed dispersal","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,504,"Crop damage","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,504,"Seed dispersal","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,505,"Crop damage","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,212,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,295,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,435,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,433,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,446,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,471,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,248,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,303,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,258,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,131,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,101,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,230,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,195,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,210,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,335,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,193,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,259,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,173,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,240,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,247,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,215,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,255,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,139,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,231,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,396,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,287,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,270,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,306,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,305,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,197,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,224,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,129,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,299,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,291,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,171,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,213,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,320,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,277,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,150,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,222,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,165,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,276,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,450,"None","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,308,"Pollination","I",2
"M",457,"Leaf-miner parasitoid","Pest control",26,293,"Pollination","I",2
