"habitat","lower","upper"
"CP","01PLANT.Oak","08BIRD.Corvus frugilegus"
"CP","01PLANT.Oak","08BIRD.Corvus monedula"
"CP","01PLANT.Oak","08BIRD.Emberiza citrinella"
"CP","01PLANT.Oak","08BIRD.Fringilla coelebs"
"CP","01PLANT.Oak","08BIRD.Passer domesticus"
"CP","01PLANT.Persicaria sp","08BIRD.Alauda arvensis"
"CP","01PLANT.Persicaria sp","08BIRD.Alectoris rufa"
"CP","01PLANT.Persicaria sp","08BIRD.Carduelis cannabina"
"CP","01PLANT.Persicaria sp","08BIRD.Carduelis carduelis"
"CP","01PLANT.Persicaria sp","08BIRD.Carduelis chloris"
"CP","01PLANT.Persicaria sp","08BIRD.Columba palumbus"
"CP","01PLANT.Persicaria sp","08BIRD.Corvus frugilegus"
"CP","01PLANT.Persicaria sp","08BIRD.Corvus monedula"
"CP","01PLANT.Persicaria sp","08BIRD.Emberiza citrinella"
"CP","01PLANT.Persicaria sp","08BIRD.Fringilla coelebs"
"CP","01PLANT.Persicaria sp","08BIRD.Passer domesticus"
"CP","01PLANT.Red Dead-nettle","08BIRD.Alectoris rufa"
"CP","01PLANT.Red Dead-nettle","08BIRD.Carduelis cannabina"
"CP","01PLANT.Red Dead-nettle","08BIRD.Carduelis carduelis"
"CP","01PLANT.Red Dead-nettle","08BIRD.Carduelis chloris"
"CP","01PLANT.Red Dead-nettle","08BIRD.Columba palumbus"
"CP","01PLANT.Red Dead-nettle","08BIRD.Corvus frugilegus"
"CP","01PLANT.Red Dead-nettle","08BIRD.Emberiza citrinella"
"CP","01PLANT.Red Dead-nettle","08BIRD.Fringilla coelebs"
"CP","01PLANT.Shepherd's Purse","08BIRD.Carduelis cannabina"
"CP","01PLANT.Shepherd's Purse","08BIRD.Carduelis chloris"
"CP","01PLANT.Shepherd's Purse","08BIRD.Columba palumbus"
"CP","01PLANT.Shepherd's Purse","08BIRD.Fringilla coelebs"
"CP","01PLANT.Sow-thistle sp","08BIRD.Alectoris rufa"
"CP","01PLANT.Sow-thistle sp","08BIRD.Carduelis cannabina"
"CP","01PLANT.Sow-thistle sp","08BIRD.Carduelis carduelis"
"CP","01PLANT.Sow-thistle sp","08BIRD.Carduelis chloris"
"CP","01PLANT.Sow-thistle sp","08BIRD.Emberiza citrinella"
"CP","01PLANT.Sow-thistle sp","08BIRD.Fringilla coelebs"
"CP","01PLANT.Sow-thistle sp","08BIRD.Passer domesticus"
"CP","01PLANT.Spear Thistle","08BIRD.Alectoris rufa"
"CP","01PLANT.Spear Thistle","08BIRD.Carduelis cannabina"
"CP","01PLANT.Spear Thistle","08BIRD.Carduelis carduelis"
"CP","01PLANT.Spear Thistle","08BIRD.Carduelis chloris"
"CP","01PLANT.Spear Thistle","08BIRD.Corvus frugilegus"
"CP","01PLANT.Spear Thistle","08BIRD.Corvus monedula"
"CP","01PLANT.Spear Thistle","08BIRD.Fringilla coelebs"
"CP","01PLANT.Spear Thistle","08BIRD.Passer domesticus"
"CP","01PLANT.Stinging Nettle","08BIRD.Alauda arvensis"
"CP","01PLANT.Stinging Nettle","08BIRD.Carduelis cannabina"
"CP","01PLANT.Stinging Nettle","08BIRD.Carduelis carduelis"
"CP","01PLANT.Stinging Nettle","08BIRD.Columba palumbus"
"CP","01PLANT.Stinging Nettle","08BIRD.Emberiza citrinella"
"CP","01PLANT.Stinging Nettle","08BIRD.Passer domesticus"
"CP","01PLANT.Sun Spurge","08BIRD.Corvus monedula"
"CP","01PLANT.Sun Spurge","08BIRD.Fringilla coelebs"
"CP","01PLANT.Wall Speedwell","08BIRD.Alauda arvensis"
"CP","01PLANT.Wall Speedwell","08BIRD.Carduelis cannabina"
"CP","01PLANT.Wall Speedwell","08BIRD.Columba palumbus"
"CP","01PLANT.Willowherb sp","08BIRD.Alectoris rufa"
"CP","01PLANT.Willowherb sp","08BIRD.Carduelis cannabina"
"CP","01PLANT.Willowherb sp","08BIRD.Carduelis carduelis"
"CP","01PLANT.Willowherb sp","08BIRD.Carduelis chloris"
"CP","01PLANT.Willowherb sp","08BIRD.Columba palumbus"
"CP","01PLANT.Willowherb sp","08BIRD.Corvus frugilegus"
"CP","01PLANT.Willowherb sp","08BIRD.Emberiza citrinella"
"CP","01PLANT.Willowherb sp","08BIRD.Fringilla coelebs"
"CP","01PLANT.Willowherb sp","08BIRD.Passer domesticus"
"CP","01PLANT.zCROP Wheat","08BIRD.Alauda arvensis"
"CP","01PLANT.zCROP Wheat","08BIRD.Alectoris rufa"
"CP","01PLANT.zCROP Wheat","08BIRD.Carduelis cannabina"
"CP","01PLANT.zCROP Wheat","08BIRD.Carduelis carduelis"
"CP","01PLANT.zCROP Wheat","08BIRD.Carduelis chloris"
"CP","01PLANT.zCROP Wheat","08BIRD.Columba palumbus"
"CP","01PLANT.zCROP Wheat","08BIRD.Corvus frugilegus"
"CP","01PLANT.zCROP Wheat","08BIRD.Corvus monedula"
"CP","01PLANT.zCROP Wheat","08BIRD.Emberiza citrinella"
"CP","01PLANT.zCROP Wheat","08BIRD.Fringilla coelebs"
"CP","01PLANT.zCROP Wheat","08BIRD.Passer domesticus"
"GM","01PLANT.Autumn Hawkbit","08BIRD.Alectoris rufa"
"GM","01PLANT.Autumn Hawkbit","08BIRD.Carduelis cannabina"
"GM","01PLANT.Autumn Hawkbit","08BIRD.Carduelis carduelis"
"GM","01PLANT.Autumn Hawkbit","08BIRD.Carduelis chloris"
"GM","01PLANT.Autumn Hawkbit","08BIRD.Fringilla coelebs"
"GM","01PLANT.Blackthorn","08BIRD.Alectoris rufa"
"GM","01PLANT.Blackthorn","08BIRD.Carduelis cannabina"
"GM","01PLANT.Blackthorn","08BIRD.Carduelis carduelis"
"GM","01PLANT.Blackthorn","08BIRD.Carduelis chloris"
"GM","01PLANT.Blackthorn","08BIRD.Corvus frugilegus"
"GM","01PLANT.Blackthorn","08BIRD.Fringilla coelebs"
"GM","01PLANT.Bramble","08BIRD.Alectoris rufa"
"GM","01PLANT.Bramble","08BIRD.Carduelis cannabina"
"GM","01PLANT.Bramble","08BIRD.Carduelis carduelis"
"GM","01PLANT.Bramble","08BIRD.Carduelis chloris"
"GM","01PLANT.Bramble","08BIRD.Columba palumbus"
"GM","01PLANT.Bramble","08BIRD.Corvus frugilegus"
"GM","01PLANT.Bramble","08BIRD.Corvus monedula"
"GM","01PLANT.Bramble","08BIRD.Emberiza citrinella"
"GM","01PLANT.Bramble","08BIRD.Fringilla coelebs"
"GM","01PLANT.Bush Vetch","08BIRD.Alectoris rufa"
"GM","01PLANT.Bush Vetch","08BIRD.Carduelis chloris"
"GM","01PLANT.Bush Vetch","08BIRD.Columba palumbus"
"GM","01PLANT.Bush Vetch","08BIRD.Corvus frugilegus"
"GM","01PLANT.Bush Vetch","08BIRD.Corvus monedula"
"GM","01PLANT.Bush Vetch","08BIRD.Emberiza citrinella"
"GM","01PLANT.Bush Vetch","08BIRD.Passer domesticus"
"GM","01PLANT.Charlock","08BIRD.Carduelis cannabina"
"GM","01PLANT.Charlock","08BIRD.Carduelis chloris"
"GM","01PLANT.Charlock","08BIRD.Columba palumbus"
"GM","01PLANT.Charlock","08BIRD.Corvus frugilegus"
"GM","01PLANT.Charlock","08BIRD.Corvus monedula"
"GM","01PLANT.Charlock","08BIRD.Fringilla coelebs"
"GM","01PLANT.Charlock","08BIRD.Passer domesticus"
"GM","01PLANT.Chenopodium sp","08BIRD.Alauda arvensis"
"GM","01PLANT.Chenopodium sp","08BIRD.Alectoris rufa"
"GM","01PLANT.Chenopodium sp","08BIRD.Carduelis cannabina"
"GM","01PLANT.Chenopodium sp","08BIRD.Carduelis carduelis"
"GM","01PLANT.Chenopodium sp","08BIRD.Carduelis chloris"
"GM","01PLANT.Chenopodium sp","08BIRD.Columba palumbus"
"GM","01PLANT.Chenopodium sp","08BIRD.Corvus frugilegus"
"GM","01PLANT.Chenopodium sp","08BIRD.Corvus monedula"
"GM","01PLANT.Chenopodium sp","08BIRD.Emberiza citrinella"
"GM","01PLANT.Chenopodium sp","08BIRD.Fringilla coelebs"
"GM","01PLANT.Chenopodium sp","08BIRD.Passer domesticus"
"GM","01PLANT.Cleavers","08BIRD.Carduelis chloris"
"GM","01PLANT.Cleavers","08BIRD.Corvus monedula"
"GM","01PLANT.Cleavers","08BIRD.Fringilla coelebs"
"GM","01PLANT.Cleavers","08BIRD.Passer domesticus"
"GM","01PLANT.Clover sp","08BIRD.Alectoris rufa"
"GM","01PLANT.Clover sp","08BIRD.Carduelis cannabina"
"GM","01PLANT.Clover sp","08BIRD.Carduelis carduelis"
"GM","01PLANT.Clover sp","08BIRD.Carduelis chloris"
"GM","01PLANT.Clover sp","08BIRD.Columba palumbus"
"GM","01PLANT.Clover sp","08BIRD.Corvus monedula"
"GM","01PLANT.Clover sp","08BIRD.Emberiza citrinella"
"GM","01PLANT.Clover sp","08BIRD.Fringilla coelebs"
"GM","01PLANT.Common Field Speedwell","08BIRD.Carduelis cannabina"
"GM","01PLANT.Common Field Speedwell","08BIRD.Columba palumbus"
"GM","01PLANT.Common Mouse-ear","08BIRD.Alectoris rufa"
"GM","01PLANT.Common Mouse-ear","08BIRD.Carduelis cannabina"
"GM","01PLANT.Common Mouse-ear","08BIRD.Carduelis carduelis"
"GM","01PLANT.Common Mouse-ear","08BIRD.Carduelis chloris"
"GM","01PLANT.Common Mouse-ear","08BIRD.Columba palumbus"
"GM","01PLANT.Common Mouse-ear","08BIRD.Emberiza citrinella"
"GM","01PLANT.Common Mouse-ear","08BIRD.Fringilla coelebs"
"GM","01PLANT.Common Mouse-ear","08BIRD.Passer domesticus"
"GM","01PLANT.Cow Parsley","08BIRD.Alectoris rufa"
"GM","01PLANT.Cow Parsley","08BIRD.Carduelis cannabina"
"GM","01PLANT.Cow Parsley","08BIRD.Carduelis carduelis"
"GM","01PLANT.Cow Parsley","08BIRD.Carduelis chloris"
"GM","01PLANT.Cow Parsley","08BIRD.Columba palumbus"
"GM","01PLANT.Cow Parsley","08BIRD.Corvus frugilegus"
"GM","01PLANT.Cow Parsley","08BIRD.Emberiza citrinella"
"GM","01PLANT.Cow Parsley","08BIRD.Passer domesticus"
"GM","01PLANT.Creeping Buttercup","08BIRD.Alauda arvensis"
"GM","01PLANT.Creeping Buttercup","08BIRD.Carduelis cannabina"
"GM","01PLANT.Creeping Buttercup","08BIRD.Carduelis carduelis"
"GM","01PLANT.Creeping Buttercup","08BIRD.Carduelis chloris"
"GM","01PLANT.Creeping Buttercup","08BIRD.Columba palumbus"
"GM","01PLANT.Creeping Buttercup","08BIRD.Corvus frugilegus"
"GM","01PLANT.Creeping Buttercup","08BIRD.Corvus monedula"
"GM","01PLANT.Creeping Buttercup","08BIRD.Fringilla coelebs"
"GM","01PLANT.Creeping Buttercup","08BIRD.Passer domesticus"
"GM","01PLANT.Creeping Cinquefoil","08BIRD.Alectoris rufa"
"GM","01PLANT.Creeping Cinquefoil","08BIRD.Carduelis chloris"
"GM","01PLANT.Creeping Cinquefoil","08BIRD.Fringilla coelebs"
"GM","01PLANT.Creeping Thistle","08BIRD.Alectoris rufa"
"GM","01PLANT.Creeping Thistle","08BIRD.Carduelis cannabina"
"GM","01PLANT.Creeping Thistle","08BIRD.Carduelis carduelis"
"GM","01PLANT.Creeping Thistle","08BIRD.Carduelis chloris"
"GM","01PLANT.Creeping Thistle","08BIRD.Corvus monedula"
"GM","01PLANT.Creeping Thistle","08BIRD.Fringilla coelebs"
"GM","01PLANT.Creeping Thistle","08BIRD.Passer domesticus"
"GM","01PLANT.Cut-leaved Crane's-bill","08BIRD.Carduelis chloris"
"GM","01PLANT.Cut-leaved Crane's-bill","08BIRD.Fringilla coelebs"
"GM","01PLANT.Dandelion","08BIRD.Alectoris rufa"
"GM","01PLANT.Dandelion","08BIRD.Carduelis cannabina"
"GM","01PLANT.Dandelion","08BIRD.Carduelis carduelis"
"GM","01PLANT.Dandelion","08BIRD.Carduelis chloris"
"GM","01PLANT.Dandelion","08BIRD.Columba palumbus"
"GM","01PLANT.Dandelion","08BIRD.Corvus frugilegus"
"GM","01PLANT.Dandelion","08BIRD.Emberiza citrinella"
"GM","01PLANT.Dandelion","08BIRD.Fringilla coelebs"
"GM","01PLANT.Dandelion","08BIRD.Passer domesticus"
"GM","01PLANT.Dock sp","08BIRD.Alauda arvensis"
"GM","01PLANT.Dock sp","08BIRD.Alectoris rufa"
"GM","01PLANT.Dock sp","08BIRD.Carduelis cannabina"
"GM","01PLANT.Dock sp","08BIRD.Carduelis carduelis"
"GM","01PLANT.Dock sp","08BIRD.Carduelis chloris"
"GM","01PLANT.Dock sp","08BIRD.Columba palumbus"
"GM","01PLANT.Dock sp","08BIRD.Corvus frugilegus"
"GM","01PLANT.Dock sp","08BIRD.Corvus monedula"
"GM","01PLANT.Dock sp","08BIRD.Emberiza citrinella"
"GM","01PLANT.Dock sp","08BIRD.Fringilla coelebs"
"GM","01PLANT.Dock sp","08BIRD.Passer domesticus"
"GM","01PLANT.Field Forget-me-not","08BIRD.Carduelis cannabina"
"GM","01PLANT.Field Forget-me-not","08BIRD.Carduelis carduelis"
"GM","01PLANT.Field Forget-me-not","08BIRD.Emberiza citrinella"
"GM","01PLANT.Field Forget-me-not","08BIRD.Fringilla coelebs"
"GM","01PLANT.Grass sp","08BIRD.Alauda arvensis"
"GM","01PLANT.Grass sp","08BIRD.Alectoris rufa"
"GM","01PLANT.Grass sp","08BIRD.Carduelis cannabina"
"GM","01PLANT.Grass sp","08BIRD.Carduelis carduelis"
"GM","01PLANT.Grass sp","08BIRD.Carduelis chloris"
"GM","01PLANT.Grass sp","08BIRD.Columba palumbus"
"GM","01PLANT.Grass sp","08BIRD.Corvus frugilegus"
"GM","01PLANT.Grass sp","08BIRD.Corvus monedula"
"GM","01PLANT.Grass sp","08BIRD.Emberiza citrinella"
"GM","01PLANT.Grass sp","08BIRD.Fringilla coelebs"
"GM","01PLANT.Grass sp","08BIRD.Passer domesticus"
"GM","01PLANT.Ground Ivy","08BIRD.Alectoris rufa"
"GM","01PLANT.Ground Ivy","08BIRD.Carduelis cannabina"
"GM","01PLANT.Ground Ivy","08BIRD.Carduelis carduelis"
"GM","01PLANT.Ground Ivy","08BIRD.Carduelis chloris"
"GM","01PLANT.Ground Ivy","08BIRD.Columba palumbus"
"GM","01PLANT.Ground Ivy","08BIRD.Corvus frugilegus"
"GM","01PLANT.Ground Ivy","08BIRD.Emberiza citrinella"
"GM","01PLANT.Ground Ivy","08BIRD.Fringilla coelebs"
"GM","01PLANT.Hawkish Complex sp","08BIRD.Alectoris rufa"
"GM","01PLANT.Hawkish Complex sp","08BIRD.Carduelis cannabina"
"GM","01PLANT.Hawkish Complex sp","08BIRD.Carduelis carduelis"
"GM","01PLANT.Hawkish Complex sp","08BIRD.Carduelis chloris"
"GM","01PLANT.Hawkish Complex sp","08BIRD.Fringilla coelebs"
"GM","01PLANT.Hawkish Complex sp","08BIRD.Passer domesticus"
"GM","01PLANT.Hawthorn","08BIRD.Alectoris rufa"
"GM","01PLANT.Hawthorn","08BIRD.Carduelis cannabina"
"GM","01PLANT.Hawthorn","08BIRD.Carduelis carduelis"
"GM","01PLANT.Hawthorn","08BIRD.Carduelis chloris"
"GM","01PLANT.Hawthorn","08BIRD.Corvus frugilegus"
"GM","01PLANT.Hawthorn","08BIRD.Fringilla coelebs"
"GM","01PLANT.Hogweed","08BIRD.Alectoris rufa"
"GM","01PLANT.Hogweed","08BIRD.Carduelis cannabina"
"GM","01PLANT.Hogweed","08BIRD.Carduelis carduelis"
"GM","01PLANT.Hogweed","08BIRD.Carduelis chloris"
"GM","01PLANT.Hogweed","08BIRD.Columba palumbus"
"GM","01PLANT.Hogweed","08BIRD.Corvus frugilegus"
"GM","01PLANT.Hogweed","08BIRD.Emberiza citrinella"
"GM","01PLANT.Hogweed","08BIRD.Passer domesticus"
"GM","01PLANT.Lesser Burdock","08BIRD.Alectoris rufa"
"GM","01PLANT.Lesser Burdock","08BIRD.Carduelis cannabina"
"GM","01PLANT.Lesser Burdock","08BIRD.Carduelis carduelis"
"GM","01PLANT.Lesser Burdock","08BIRD.Carduelis chloris"
"GM","01PLANT.Lesser Burdock","08BIRD.Fringilla coelebs"
"GM","01PLANT.Meadow Buttercup","08BIRD.Alauda arvensis"
"GM","01PLANT.Meadow Buttercup","08BIRD.Carduelis cannabina"
"GM","01PLANT.Meadow Buttercup","08BIRD.Carduelis carduelis"
"GM","01PLANT.Meadow Buttercup","08BIRD.Carduelis chloris"
"GM","01PLANT.Meadow Buttercup","08BIRD.Columba palumbus"
"GM","01PLANT.Meadow Buttercup","08BIRD.Corvus monedula"
"GM","01PLANT.Meadow Buttercup","08BIRD.Fringilla coelebs"
"GM","01PLANT.Nipplewort","08BIRD.Alectoris rufa"
"GM","01PLANT.Nipplewort","08BIRD.Carduelis cannabina"
"GM","01PLANT.Nipplewort","08BIRD.Carduelis carduelis"
"GM","01PLANT.Nipplewort","08BIRD.Carduelis chloris"
"GM","01PLANT.Nipplewort","08BIRD.Fringilla coelebs"
"GM","01PLANT.Nipplewort","08BIRD.Passer domesticus"
"GM","01PLANT.Oak","08BIRD.Alectoris rufa"
"GM","01PLANT.Oak","08BIRD.Carduelis cannabina"
"GM","01PLANT.Oak","08BIRD.Carduelis carduelis"
"GM","01PLANT.Oak","08BIRD.Carduelis chloris"
"GM","01PLANT.Oak","08BIRD.Columba palumbus"
"GM","01PLANT.Oak","08BIRD.Corvus frugilegus"
"GM","01PLANT.Oak","08BIRD.Corvus monedula"
"GM","01PLANT.Oak","08BIRD.Emberiza citrinella"
"GM","01PLANT.Oak","08BIRD.Fringilla coelebs"
"GM","01PLANT.Oak","08BIRD.Passer domesticus"
"GM","01PLANT.Persicaria sp","08BIRD.Alauda arvensis"
"GM","01PLANT.Persicaria sp","08BIRD.Alectoris rufa"
"GM","01PLANT.Persicaria sp","08BIRD.Carduelis cannabina"
"GM","01PLANT.Persicaria sp","08BIRD.Carduelis carduelis"
"GM","01PLANT.Persicaria sp","08BIRD.Carduelis chloris"
"GM","01PLANT.Persicaria sp","08BIRD.Columba palumbus"
"GM","01PLANT.Persicaria sp","08BIRD.Corvus frugilegus"
"GM","01PLANT.Persicaria sp","08BIRD.Corvus monedula"
"GM","01PLANT.Persicaria sp","08BIRD.Emberiza citrinella"
"GM","01PLANT.Persicaria sp","08BIRD.Fringilla coelebs"
"GM","01PLANT.Persicaria sp","08BIRD.Passer domesticus"
"GM","01PLANT.Red Campion","08BIRD.Alectoris rufa"
"GM","01PLANT.Red Campion","08BIRD.Emberiza citrinella"
"GM","01PLANT.Red Campion","08BIRD.Fringilla coelebs"
"GM","01PLANT.Red Campion","08BIRD.Passer domesticus"
"GM","01PLANT.Selfheal","08BIRD.Alectoris rufa"
"GM","01PLANT.Selfheal","08BIRD.Carduelis cannabina"
"GM","01PLANT.Selfheal","08BIRD.Carduelis carduelis"
"GM","01PLANT.Selfheal","08BIRD.Carduelis chloris"
"GM","01PLANT.Selfheal","08BIRD.Fringilla coelebs"
"GM","01PLANT.Shepherd's Purse","08BIRD.Carduelis cannabina"
"GM","01PLANT.Shepherd's Purse","08BIRD.Carduelis chloris"
"GM","01PLANT.Shepherd's Purse","08BIRD.Columba palumbus"
"GM","01PLANT.Shepherd's Purse","08BIRD.Fringilla coelebs"
"GM","01PLANT.Sow-thistle sp","08BIRD.Alectoris rufa"
"GM","01PLANT.Sow-thistle sp","08BIRD.Carduelis cannabina"
"GM","01PLANT.Sow-thistle sp","08BIRD.Carduelis carduelis"
"GM","01PLANT.Sow-thistle sp","08BIRD.Carduelis chloris"
"GM","01PLANT.Sow-thistle sp","08BIRD.Emberiza citrinella"
"GM","01PLANT.Sow-thistle sp","08BIRD.Fringilla coelebs"
"GM","01PLANT.Sow-thistle sp","08BIRD.Passer domesticus"
"GM","01PLANT.Spear Thistle","08BIRD.Alectoris rufa"
"GM","01PLANT.Spear Thistle","08BIRD.Carduelis cannabina"
"GM","01PLANT.Spear Thistle","08BIRD.Carduelis carduelis"
"GM","01PLANT.Spear Thistle","08BIRD.Carduelis chloris"
"GM","01PLANT.Spear Thistle","08BIRD.Corvus frugilegus"
"GM","01PLANT.Spear Thistle","08BIRD.Corvus monedula"
"GM","01PLANT.Spear Thistle","08BIRD.Fringilla coelebs"
"GM","01PLANT.Spear Thistle","08BIRD.Passer domesticus"
"GM","01PLANT.Stinging Nettle","08BIRD.Alauda arvensis"
"GM","01PLANT.Stinging Nettle","08BIRD.Carduelis cannabina"
"GM","01PLANT.Stinging Nettle","08BIRD.Carduelis carduelis"
"GM","01PLANT.Stinging Nettle","08BIRD.Columba palumbus"
"GM","01PLANT.Stinging Nettle","08BIRD.Emberiza citrinella"
"GM","01PLANT.Stinging Nettle","08BIRD.Passer domesticus"
"LP","01PLANT.Blackthorn","08BIRD.Alectoris rufa"
"LP","01PLANT.Blackthorn","08BIRD.Carduelis cannabina"
"LP","01PLANT.Blackthorn","08BIRD.Carduelis carduelis"
"LP","01PLANT.Blackthorn","08BIRD.Carduelis chloris"
"LP","01PLANT.Blackthorn","08BIRD.Corvus frugilegus"
"LP","01PLANT.Blackthorn","08BIRD.Fringilla coelebs"
"LP","01PLANT.Charlock","08BIRD.Carduelis cannabina"
"LP","01PLANT.Charlock","08BIRD.Carduelis chloris"
"LP","01PLANT.Charlock","08BIRD.Columba palumbus"
"LP","01PLANT.Charlock","08BIRD.Corvus frugilegus"
"LP","01PLANT.Charlock","08BIRD.Corvus monedula"
"LP","01PLANT.Charlock","08BIRD.Fringilla coelebs"
"LP","01PLANT.Charlock","08BIRD.Passer domesticus"
"LP","01PLANT.Clover sp","08BIRD.Alectoris rufa"
"LP","01PLANT.Clover sp","08BIRD.Carduelis cannabina"
"LP","01PLANT.Clover sp","08BIRD.Carduelis carduelis"
"LP","01PLANT.Clover sp","08BIRD.Carduelis chloris"
"LP","01PLANT.Clover sp","08BIRD.Columba palumbus"
"LP","01PLANT.Clover sp","08BIRD.Corvus monedula"
"LP","01PLANT.Clover sp","08BIRD.Emberiza citrinella"
"LP","01PLANT.Clover sp","08BIRD.Fringilla coelebs"
"LP","01PLANT.Common Chickweed","08BIRD.Alectoris rufa"
"LP","01PLANT.Common Chickweed","08BIRD.Carduelis cannabina"
"LP","01PLANT.Common Chickweed","08BIRD.Carduelis carduelis"
"LP","01PLANT.Common Chickweed","08BIRD.Carduelis chloris"
"LP","01PLANT.Common Chickweed","08BIRD.Columba palumbus"
"LP","01PLANT.Common Chickweed","08BIRD.Emberiza citrinella"
"LP","01PLANT.Common Chickweed","08BIRD.Fringilla coelebs"
"LP","01PLANT.Common Chickweed","08BIRD.Passer domesticus"
"LP","01PLANT.Common Field Speedwell","08BIRD.Carduelis cannabina"
"LP","01PLANT.Common Field Speedwell","08BIRD.Columba palumbus"
"LP","01PLANT.Common Mouse-ear","08BIRD.Alectoris rufa"
"LP","01PLANT.Common Mouse-ear","08BIRD.Carduelis cannabina"
"LP","01PLANT.Common Mouse-ear","08BIRD.Carduelis carduelis"
"LP","01PLANT.Common Mouse-ear","08BIRD.Carduelis chloris"
"LP","01PLANT.Common Mouse-ear","08BIRD.Columba palumbus"
"LP","01PLANT.Common Mouse-ear","08BIRD.Emberiza citrinella"
"LP","01PLANT.Common Mouse-ear","08BIRD.Fringilla coelebs"
"LP","01PLANT.Common Mouse-ear","08BIRD.Passer domesticus"
"LP","01PLANT.Common Poppy","08BIRD.Alauda arvensis"
"LP","01PLANT.Common Poppy","08BIRD.Carduelis cannabina"
"LP","01PLANT.Common Poppy","08BIRD.Carduelis carduelis"
"LP","01PLANT.Common Poppy","08BIRD.Corvus monedula"
"LP","01PLANT.Creeping Buttercup","08BIRD.Alauda arvensis"
"LP","01PLANT.Creeping Buttercup","08BIRD.Carduelis cannabina"
"LP","01PLANT.Creeping Buttercup","08BIRD.Carduelis carduelis"
"LP","01PLANT.Creeping Buttercup","08BIRD.Carduelis chloris"
"LP","01PLANT.Creeping Buttercup","08BIRD.Columba palumbus"
"LP","01PLANT.Creeping Buttercup","08BIRD.Corvus frugilegus"
"LP","01PLANT.Creeping Buttercup","08BIRD.Corvus monedula"
"LP","01PLANT.Creeping Buttercup","08BIRD.Fringilla coelebs"
"LP","01PLANT.Creeping Buttercup","08BIRD.Passer domesticus"
"LP","01PLANT.Creeping Thistle","08BIRD.Alectoris rufa"
"LP","01PLANT.Creeping Thistle","08BIRD.Carduelis cannabina"
"LP","01PLANT.Creeping Thistle","08BIRD.Carduelis carduelis"
"LP","01PLANT.Creeping Thistle","08BIRD.Carduelis chloris"
"LP","01PLANT.Creeping Thistle","08BIRD.Corvus monedula"
"LP","01PLANT.Creeping Thistle","08BIRD.Fringilla coelebs"
"LP","01PLANT.Creeping Thistle","08BIRD.Passer domesticus"
"LP","01PLANT.Cut-leaved Crane's-bill","08BIRD.Carduelis chloris"
"LP","01PLANT.Cut-leaved Crane's-bill","08BIRD.Fringilla coelebs"
"LP","01PLANT.Dandelion","08BIRD.Alectoris rufa"
"LP","01PLANT.Dandelion","08BIRD.Carduelis cannabina"
"LP","01PLANT.Dandelion","08BIRD.Carduelis carduelis"
"LP","01PLANT.Dandelion","08BIRD.Carduelis chloris"
"LP","01PLANT.Dandelion","08BIRD.Columba palumbus"
"LP","01PLANT.Dandelion","08BIRD.Corvus frugilegus"
"LP","01PLANT.Dandelion","08BIRD.Emberiza citrinella"
"LP","01PLANT.Dandelion","08BIRD.Fringilla coelebs"
"LP","01PLANT.Dandelion","08BIRD.Passer domesticus"
"LP","01PLANT.Dock sp","08BIRD.Alauda arvensis"
"LP","01PLANT.Dock sp","08BIRD.Alectoris rufa"
"LP","01PLANT.Dock sp","08BIRD.Carduelis cannabina"
"LP","01PLANT.Dock sp","08BIRD.Carduelis carduelis"
"LP","01PLANT.Dock sp","08BIRD.Carduelis chloris"
"LP","01PLANT.Dock sp","08BIRD.Columba palumbus"
"LP","01PLANT.Dock sp","08BIRD.Corvus frugilegus"
"LP","01PLANT.Dock sp","08BIRD.Corvus monedula"
"LP","01PLANT.Dock sp","08BIRD.Emberiza citrinella"
"LP","01PLANT.Dock sp","08BIRD.Fringilla coelebs"
"LP","01PLANT.Dock sp","08BIRD.Passer domesticus"
"LP","01PLANT.Field Forget-me-not","08BIRD.Carduelis cannabina"
"LP","01PLANT.Field Forget-me-not","08BIRD.Carduelis carduelis"
"LP","01PLANT.Field Forget-me-not","08BIRD.Emberiza citrinella"
"LP","01PLANT.Field Forget-me-not","08BIRD.Fringilla coelebs"
"LP","01PLANT.Field Pansy","08BIRD.Alauda arvensis"
"LP","01PLANT.Field Pansy","08BIRD.Fringilla coelebs"
"LP","01PLANT.Grass sp","08BIRD.Alauda arvensis"
"LP","01PLANT.Grass sp","08BIRD.Alectoris rufa"
"LP","01PLANT.Grass sp","08BIRD.Carduelis cannabina"
"LP","01PLANT.Grass sp","08BIRD.Carduelis carduelis"
"LP","01PLANT.Grass sp","08BIRD.Carduelis chloris"
"LP","01PLANT.Grass sp","08BIRD.Columba palumbus"
"LP","01PLANT.Grass sp","08BIRD.Corvus frugilegus"
"LP","01PLANT.Grass sp","08BIRD.Corvus monedula"
"LP","01PLANT.Grass sp","08BIRD.Emberiza citrinella"
"LP","01PLANT.Grass sp","08BIRD.Fringilla coelebs"
"LP","01PLANT.Grass sp","08BIRD.Passer domesticus"
"LP","01PLANT.Hairy Tare","08BIRD.Alectoris rufa"
"LP","01PLANT.Hairy Tare","08BIRD.Carduelis chloris"
"LP","01PLANT.Hairy Tare","08BIRD.Columba palumbus"
"LP","01PLANT.Hairy Tare","08BIRD.Corvus frugilegus"
"LP","01PLANT.Hairy Tare","08BIRD.Corvus monedula"
"LP","01PLANT.Hairy Tare","08BIRD.Emberiza citrinella"
