"","layer","node_id","taxon_from","services","node_to","services_to","type","hop"
"38810","MH",506,"Seed-feeding rodent","Crop damage",496,"Crop damage","I",2
"38811","MH",506,"Seed-feeding rodent","Crop damage",496,"Seed dispersal","I",2
"38812","MH",506,"Seed-feeding rodent","Crop damage",496,"Bird watching","I",2
"38813","MH",506,"Seed-feeding rodent","Crop damage",497,"Crop damage","I",2
"38814","MH",506,"Seed-feeding rodent","Crop damage",497,"Seed dispersal","I",2
"38815","MH",506,"Seed-feeding rodent","Crop damage",497,"Bird watching","I",2
"38816","MH",506,"Seed-feeding rodent","Crop damage",502,"Crop damage","I",2
"38817","MH",506,"Seed-feeding rodent","Crop damage",502,"Seed dispersal","I",2
"38818","MH",506,"Seed-feeding rodent","Crop damage",502,"Bird watching","I",2
"38819","MH",506,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"38820","MH",506,"Seed-feeding rodent","Crop damage",508,"Crop damage","I",2
"38821","MH",506,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"38822","MH",506,"Seed-feeding rodent","Crop damage",508,"Crop damage","I",2
"38823","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"38824","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"38825","MH",508,"Seed-feeding rodent","Crop damage",301,"Pollination","I",2
"38826","MH",508,"Seed-feeding rodent","Crop damage",354,"Crop damage","I",2
"38827","MH",508,"Seed-feeding rodent","Crop damage",376,"Pest control","I",2
"38828","MH",508,"Seed-feeding rodent","Crop damage",379,"Pest control","I",2
"38829","MH",508,"Seed-feeding rodent","Crop damage",385,"Pest control","I",2
"38830","MH",508,"Seed-feeding rodent","Crop damage",391,"Pest control","I",2
"38831","MH",508,"Seed-feeding rodent","Crop damage",402,"Pest control","I",2
"38832","MH",508,"Seed-feeding rodent","Crop damage",422,"Pest control","I",2
"38833","MH",508,"Seed-feeding rodent","Crop damage",441,"Pest control","I",2
"38834","MH",508,"Seed-feeding rodent","Crop damage",457,"Pest control","I",2
"38835","MH",508,"Seed-feeding rodent","Crop damage",494,"Crop damage","I",2
"38836","MH",508,"Seed-feeding rodent","Crop damage",494,"Seed dispersal","I",2
"38837","MH",508,"Seed-feeding rodent","Crop damage",494,"Bird watching","I",2
"38838","MH",508,"Seed-feeding rodent","Crop damage",495,"Crop damage","I",2
"38839","MH",508,"Seed-feeding rodent","Crop damage",495,"Seed dispersal","I",2
"38840","MH",508,"Seed-feeding rodent","Crop damage",495,"Bird watching","I",2
"38841","MH",508,"Seed-feeding rodent","Crop damage",496,"Crop damage","I",2
"38842","MH",508,"Seed-feeding rodent","Crop damage",496,"Seed dispersal","I",2
"38843","MH",508,"Seed-feeding rodent","Crop damage",496,"Bird watching","I",2
"38844","MH",508,"Seed-feeding rodent","Crop damage",497,"Crop damage","I",2
"38845","MH",508,"Seed-feeding rodent","Crop damage",497,"Seed dispersal","I",2
"38846","MH",508,"Seed-feeding rodent","Crop damage",497,"Bird watching","I",2
"38847","MH",508,"Seed-feeding rodent","Crop damage",499,"Crop damage","I",2
"38848","MH",508,"Seed-feeding rodent","Crop damage",499,"Seed dispersal","I",2
"38849","MH",508,"Seed-feeding rodent","Crop damage",499,"Bird watching","I",2
"38850","MH",508,"Seed-feeding rodent","Crop damage",502,"Crop damage","I",2
"38851","MH",508,"Seed-feeding rodent","Crop damage",502,"Seed dispersal","I",2
"38852","MH",508,"Seed-feeding rodent","Crop damage",502,"Bird watching","I",2
"38853","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"38854","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"38855","MH",508,"Seed-feeding rodent","Crop damage",106,"Pollination","I",2
"38856","MH",508,"Seed-feeding rodent","Crop damage",117,"Pollination","I",2
"38857","MH",508,"Seed-feeding rodent","Crop damage",118,"Pollination","I",2
"38858","MH",508,"Seed-feeding rodent","Crop damage",120,"Pollination","I",2
"38859","MH",508,"Seed-feeding rodent","Crop damage",132,"Pollination","I",2
"38860","MH",508,"Seed-feeding rodent","Crop damage",135,"Pollination","I",2
"38861","MH",508,"Seed-feeding rodent","Crop damage",152,"Pollination","I",2
"38862","MH",508,"Seed-feeding rodent","Crop damage",153,"Pollination","I",2
"38863","MH",508,"Seed-feeding rodent","Crop damage",156,"Pollination","I",2
"38864","MH",508,"Seed-feeding rodent","Crop damage",173,"Pollination","I",2
"38865","MH",508,"Seed-feeding rodent","Crop damage",177,"Pollination","I",2
"38866","MH",508,"Seed-feeding rodent","Crop damage",181,"Pollination","I",2
"38867","MH",508,"Seed-feeding rodent","Crop damage",210,"Pollination","I",2
"38868","MH",508,"Seed-feeding rodent","Crop damage",223,"Pollination","I",2
"38869","MH",508,"Seed-feeding rodent","Crop damage",228,"Pollination","I",2
"38870","MH",508,"Seed-feeding rodent","Crop damage",243,"Pollination","I",2
"38871","MH",508,"Seed-feeding rodent","Crop damage",254,"Pollination","I",2
"38872","MH",508,"Seed-feeding rodent","Crop damage",272,"Pollination","I",2
"38873","MH",508,"Seed-feeding rodent","Crop damage",275,"Pollination","I",2
"38874","MH",508,"Seed-feeding rodent","Crop damage",276,"Pollination","I",2
"38875","MH",508,"Seed-feeding rodent","Crop damage",281,"Pollination","I",2
"38876","MH",508,"Seed-feeding rodent","Crop damage",292,"Pollination","I",2
"38877","MH",508,"Seed-feeding rodent","Crop damage",294,"Pollination","I",2
"38878","MH",508,"Seed-feeding rodent","Crop damage",304,"Pollination","I",2
"38879","MH",508,"Seed-feeding rodent","Crop damage",305,"Pollination","I",2
"38880","MH",508,"Seed-feeding rodent","Crop damage",316,"Pollination","I",2
"38881","MH",508,"Seed-feeding rodent","Crop damage",320,"Pollination","I",2
"38882","MH",508,"Seed-feeding rodent","Crop damage",332,"Pollination","I",2
"38883","MH",508,"Seed-feeding rodent","Crop damage",348,"Crop damage","I",2
"38884","MH",508,"Seed-feeding rodent","Crop damage",363,"Pest control","I",2
"38885","MH",508,"Seed-feeding rodent","Crop damage",385,"Pest control","I",2
"38886","MH",508,"Seed-feeding rodent","Crop damage",420,"Pest control","I",2
"38887","MH",508,"Seed-feeding rodent","Crop damage",422,"Pest control","I",2
"38888","MH",508,"Seed-feeding rodent","Crop damage",494,"Crop damage","I",2
"38889","MH",508,"Seed-feeding rodent","Crop damage",494,"Seed dispersal","I",2
"38890","MH",508,"Seed-feeding rodent","Crop damage",494,"Bird watching","I",2
"38891","MH",508,"Seed-feeding rodent","Crop damage",495,"Crop damage","I",2
"38892","MH",508,"Seed-feeding rodent","Crop damage",495,"Seed dispersal","I",2
"38893","MH",508,"Seed-feeding rodent","Crop damage",495,"Bird watching","I",2
"38894","MH",508,"Seed-feeding rodent","Crop damage",496,"Crop damage","I",2
"38895","MH",508,"Seed-feeding rodent","Crop damage",496,"Seed dispersal","I",2
"38896","MH",508,"Seed-feeding rodent","Crop damage",496,"Bird watching","I",2
"38897","MH",508,"Seed-feeding rodent","Crop damage",497,"Crop damage","I",2
"38898","MH",508,"Seed-feeding rodent","Crop damage",497,"Seed dispersal","I",2
"38899","MH",508,"Seed-feeding rodent","Crop damage",497,"Bird watching","I",2
"38900","MH",508,"Seed-feeding rodent","Crop damage",498,"Crop damage","I",2
"38901","MH",508,"Seed-feeding rodent","Crop damage",498,"Seed dispersal","I",2
"38902","MH",508,"Seed-feeding rodent","Crop damage",498,"Bird watching","I",2
"38903","MH",508,"Seed-feeding rodent","Crop damage",499,"Crop damage","I",2
"38904","MH",508,"Seed-feeding rodent","Crop damage",499,"Seed dispersal","I",2
"38905","MH",508,"Seed-feeding rodent","Crop damage",499,"Bird watching","I",2
"38906","MH",508,"Seed-feeding rodent","Crop damage",500,"Crop damage","I",2
"38907","MH",508,"Seed-feeding rodent","Crop damage",500,"Seed dispersal","I",2
"38908","MH",508,"Seed-feeding rodent","Crop damage",500,"Bird watching","I",2
"38909","MH",508,"Seed-feeding rodent","Crop damage",501,"Crop damage","I",2
"38910","MH",508,"Seed-feeding rodent","Crop damage",501,"Seed dispersal","I",2
"38911","MH",508,"Seed-feeding rodent","Crop damage",501,"Bird watching","I",2
"38912","MH",508,"Seed-feeding rodent","Crop damage",502,"Crop damage","I",2
"38913","MH",508,"Seed-feeding rodent","Crop damage",502,"Seed dispersal","I",2
"38914","MH",508,"Seed-feeding rodent","Crop damage",502,"Bird watching","I",2
"38915","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"38916","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"38917","MH",508,"Seed-feeding rodent","Crop damage",509,"Pollination","I",2
"38918","MH",508,"Seed-feeding rodent","Crop damage",509,"Butterfly watching","I",2
"38919","MH",508,"Seed-feeding rodent","Crop damage",511,"Pollination","I",2
"38920","MH",508,"Seed-feeding rodent","Crop damage",511,"Butterfly watching","I",2
"38921","MH",508,"Seed-feeding rodent","Crop damage",515,"Pollination","I",2
"38922","MH",508,"Seed-feeding rodent","Crop damage",515,"Butterfly watching","I",2
"38923","MH",508,"Seed-feeding rodent","Crop damage",517,"Pollination","I",2
"38924","MH",508,"Seed-feeding rodent","Crop damage",517,"Butterfly watching","I",2
"38925","MH",508,"Seed-feeding rodent","Crop damage",518,"Pollination","I",2
"38926","MH",508,"Seed-feeding rodent","Crop damage",518,"Butterfly watching","I",2
"38927","MH",508,"Seed-feeding rodent","Crop damage",522,"Pollination","I",2
"38928","MH",508,"Seed-feeding rodent","Crop damage",522,"Butterfly watching","I",2
"38929","MH",508,"Seed-feeding rodent","Crop damage",523,"Pollination","I",2
"38930","MH",508,"Seed-feeding rodent","Crop damage",523,"Butterfly watching","I",2
"38931","MH",508,"Seed-feeding rodent","Crop damage",524,"Pollination","I",2
"38932","MH",508,"Seed-feeding rodent","Crop damage",524,"Butterfly watching","I",2
"38933","MH",508,"Seed-feeding rodent","Crop damage",493,"Crop damage","I",2
"38934","MH",508,"Seed-feeding rodent","Crop damage",493,"Seed dispersal","I",2
"38935","MH",508,"Seed-feeding rodent","Crop damage",493,"Bird watching","I",2
"38936","MH",508,"Seed-feeding rodent","Crop damage",494,"Crop damage","I",2
"38937","MH",508,"Seed-feeding rodent","Crop damage",494,"Seed dispersal","I",2
"38938","MH",508,"Seed-feeding rodent","Crop damage",494,"Bird watching","I",2
"38939","MH",508,"Seed-feeding rodent","Crop damage",495,"Crop damage","I",2
"38940","MH",508,"Seed-feeding rodent","Crop damage",495,"Seed dispersal","I",2
"38941","MH",508,"Seed-feeding rodent","Crop damage",495,"Bird watching","I",2
"38942","MH",508,"Seed-feeding rodent","Crop damage",496,"Crop damage","I",2
"38943","MH",508,"Seed-feeding rodent","Crop damage",496,"Seed dispersal","I",2
"38944","MH",508,"Seed-feeding rodent","Crop damage",496,"Bird watching","I",2
"38945","MH",508,"Seed-feeding rodent","Crop damage",497,"Crop damage","I",2
"38946","MH",508,"Seed-feeding rodent","Crop damage",497,"Seed dispersal","I",2
"38947","MH",508,"Seed-feeding rodent","Crop damage",497,"Bird watching","I",2
"38948","MH",508,"Seed-feeding rodent","Crop damage",498,"Crop damage","I",2
"38949","MH",508,"Seed-feeding rodent","Crop damage",498,"Seed dispersal","I",2
"38950","MH",508,"Seed-feeding rodent","Crop damage",498,"Bird watching","I",2
"38951","MH",508,"Seed-feeding rodent","Crop damage",499,"Crop damage","I",2
"38952","MH",508,"Seed-feeding rodent","Crop damage",499,"Seed dispersal","I",2
"38953","MH",508,"Seed-feeding rodent","Crop damage",499,"Bird watching","I",2
"38954","MH",508,"Seed-feeding rodent","Crop damage",500,"Crop damage","I",2
"38955","MH",508,"Seed-feeding rodent","Crop damage",500,"Seed dispersal","I",2
"38956","MH",508,"Seed-feeding rodent","Crop damage",500,"Bird watching","I",2
"38957","MH",508,"Seed-feeding rodent","Crop damage",501,"Crop damage","I",2
"38958","MH",508,"Seed-feeding rodent","Crop damage",501,"Seed dispersal","I",2
"38959","MH",508,"Seed-feeding rodent","Crop damage",501,"Bird watching","I",2
"38960","MH",508,"Seed-feeding rodent","Crop damage",502,"Crop damage","I",2
"38961","MH",508,"Seed-feeding rodent","Crop damage",502,"Seed dispersal","I",2
"38962","MH",508,"Seed-feeding rodent","Crop damage",502,"Bird watching","I",2
"38963","MH",508,"Seed-feeding rodent","Crop damage",503,"Crop damage","I",2
"38964","MH",508,"Seed-feeding rodent","Crop damage",503,"Seed dispersal","I",2
"38965","MH",508,"Seed-feeding rodent","Crop damage",503,"Bird watching","I",2
"38966","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"38967","MH",508,"Seed-feeding rodent","Crop damage",386,"Pest control","I",2
"38968","MH",508,"Seed-feeding rodent","Crop damage",402,"Pest control","I",2
"38969","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"38970","MH",508,"Seed-feeding rodent","Crop damage",494,"Crop damage","I",2
"38971","MH",508,"Seed-feeding rodent","Crop damage",494,"Seed dispersal","I",2
"38972","MH",508,"Seed-feeding rodent","Crop damage",494,"Bird watching","I",2
"38973","MH",508,"Seed-feeding rodent","Crop damage",495,"Crop damage","I",2
"38974","MH",508,"Seed-feeding rodent","Crop damage",495,"Seed dispersal","I",2
"38975","MH",508,"Seed-feeding rodent","Crop damage",495,"Bird watching","I",2
"38976","MH",508,"Seed-feeding rodent","Crop damage",496,"Crop damage","I",2
"38977","MH",508,"Seed-feeding rodent","Crop damage",496,"Seed dispersal","I",2
"38978","MH",508,"Seed-feeding rodent","Crop damage",496,"Bird watching","I",2
"38979","MH",508,"Seed-feeding rodent","Crop damage",497,"Crop damage","I",2
"38980","MH",508,"Seed-feeding rodent","Crop damage",497,"Seed dispersal","I",2
"38981","MH",508,"Seed-feeding rodent","Crop damage",497,"Bird watching","I",2
"38982","MH",508,"Seed-feeding rodent","Crop damage",498,"Crop damage","I",2
"38983","MH",508,"Seed-feeding rodent","Crop damage",498,"Seed dispersal","I",2
"38984","MH",508,"Seed-feeding rodent","Crop damage",498,"Bird watching","I",2
"38985","MH",508,"Seed-feeding rodent","Crop damage",499,"Crop damage","I",2
"38986","MH",508,"Seed-feeding rodent","Crop damage",499,"Seed dispersal","I",2
"38987","MH",508,"Seed-feeding rodent","Crop damage",499,"Bird watching","I",2
"38988","MH",508,"Seed-feeding rodent","Crop damage",501,"Crop damage","I",2
"38989","MH",508,"Seed-feeding rodent","Crop damage",501,"Seed dispersal","I",2
"38990","MH",508,"Seed-feeding rodent","Crop damage",501,"Bird watching","I",2
"38991","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"38992","MH",508,"Seed-feeding rodent","Crop damage",498,"Crop damage","I",2
"38993","MH",508,"Seed-feeding rodent","Crop damage",498,"Seed dispersal","I",2
"38994","MH",508,"Seed-feeding rodent","Crop damage",498,"Bird watching","I",2
"38995","MH",508,"Seed-feeding rodent","Crop damage",499,"Crop damage","I",2
"38996","MH",508,"Seed-feeding rodent","Crop damage",499,"Seed dispersal","I",2
"38997","MH",508,"Seed-feeding rodent","Crop damage",499,"Bird watching","I",2
"38998","MH",508,"Seed-feeding rodent","Crop damage",500,"Crop damage","I",2
"38999","MH",508,"Seed-feeding rodent","Crop damage",500,"Seed dispersal","I",2
"39000","MH",508,"Seed-feeding rodent","Crop damage",500,"Bird watching","I",2
"39001","MH",508,"Seed-feeding rodent","Crop damage",502,"Crop damage","I",2
"39002","MH",508,"Seed-feeding rodent","Crop damage",502,"Seed dispersal","I",2
"39003","MH",508,"Seed-feeding rodent","Crop damage",502,"Bird watching","I",2
"39004","MH",508,"Seed-feeding rodent","Crop damage",503,"Crop damage","I",2
"39005","MH",508,"Seed-feeding rodent","Crop damage",503,"Seed dispersal","I",2
"39006","MH",508,"Seed-feeding rodent","Crop damage",503,"Bird watching","I",2
"39007","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"39008","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"39009","MH",508,"Seed-feeding rodent","Crop damage",499,"Crop damage","I",2
"39010","MH",508,"Seed-feeding rodent","Crop damage",499,"Seed dispersal","I",2
"39011","MH",508,"Seed-feeding rodent","Crop damage",499,"Bird watching","I",2
"39012","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"39013","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"39014","MH",508,"Seed-feeding rodent","Crop damage",407,"Pest control","I",2
"39015","MH",508,"Seed-feeding rodent","Crop damage",428,"Pest control","I",2
"39016","MH",508,"Seed-feeding rodent","Crop damage",432,"Pest control","I",2
"39017","MH",508,"Seed-feeding rodent","Crop damage",442,"Pest control","I",2
"39018","MH",508,"Seed-feeding rodent","Crop damage",473,"Pest control","I",2
"39019","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"39020","MH",508,"Seed-feeding rodent","Crop damage",428,"Pest control","I",2
"39021","MH",508,"Seed-feeding rodent","Crop damage",494,"Crop damage","I",2
"39022","MH",508,"Seed-feeding rodent","Crop damage",494,"Seed dispersal","I",2
"39023","MH",508,"Seed-feeding rodent","Crop damage",494,"Bird watching","I",2
"39024","MH",508,"Seed-feeding rodent","Crop damage",495,"Crop damage","I",2
"39025","MH",508,"Seed-feeding rodent","Crop damage",495,"Seed dispersal","I",2
"39026","MH",508,"Seed-feeding rodent","Crop damage",495,"Bird watching","I",2
"39027","MH",508,"Seed-feeding rodent","Crop damage",496,"Crop damage","I",2
"39028","MH",508,"Seed-feeding rodent","Crop damage",496,"Seed dispersal","I",2
"39029","MH",508,"Seed-feeding rodent","Crop damage",496,"Bird watching","I",2
"39030","MH",508,"Seed-feeding rodent","Crop damage",497,"Crop damage","I",2
"39031","MH",508,"Seed-feeding rodent","Crop damage",497,"Seed dispersal","I",2
"39032","MH",508,"Seed-feeding rodent","Crop damage",497,"Bird watching","I",2
"39033","MH",508,"Seed-feeding rodent","Crop damage",498,"Crop damage","I",2
"39034","MH",508,"Seed-feeding rodent","Crop damage",498,"Seed dispersal","I",2
"39035","MH",508,"Seed-feeding rodent","Crop damage",498,"Bird watching","I",2
"39036","MH",508,"Seed-feeding rodent","Crop damage",499,"Crop damage","I",2
"39037","MH",508,"Seed-feeding rodent","Crop damage",499,"Seed dispersal","I",2
"39038","MH",508,"Seed-feeding rodent","Crop damage",499,"Bird watching","I",2
"39039","MH",508,"Seed-feeding rodent","Crop damage",501,"Crop damage","I",2
"39040","MH",508,"Seed-feeding rodent","Crop damage",501,"Seed dispersal","I",2
"39041","MH",508,"Seed-feeding rodent","Crop damage",501,"Bird watching","I",2
"39042","MH",508,"Seed-feeding rodent","Crop damage",502,"Crop damage","I",2
"39043","MH",508,"Seed-feeding rodent","Crop damage",502,"Seed dispersal","I",2
"39044","MH",508,"Seed-feeding rodent","Crop damage",502,"Bird watching","I",2
"39045","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"39046","MH",508,"Seed-feeding rodent","Crop damage",118,"Pollination","I",2
"39047","MH",508,"Seed-feeding rodent","Crop damage",130,"Pollination","I",2
"39048","MH",508,"Seed-feeding rodent","Crop damage",145,"Pollination","I",2
"39049","MH",508,"Seed-feeding rodent","Crop damage",163,"Pollination","I",2
"39050","MH",508,"Seed-feeding rodent","Crop damage",192,"Pollination","I",2
"39051","MH",508,"Seed-feeding rodent","Crop damage",272,"Pollination","I",2
"39052","MH",508,"Seed-feeding rodent","Crop damage",301,"Pollination","I",2
"39053","MH",508,"Seed-feeding rodent","Crop damage",382,"Pest control","I",2
"39054","MH",508,"Seed-feeding rodent","Crop damage",474,"Crop damage","I",2
"39055","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"39056","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"39057","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"39058","MH",508,"Seed-feeding rodent","Crop damage",116,"Pollination","I",2
"39059","MH",508,"Seed-feeding rodent","Crop damage",493,"Crop damage","I",2
"39060","MH",508,"Seed-feeding rodent","Crop damage",493,"Seed dispersal","I",2
"39061","MH",508,"Seed-feeding rodent","Crop damage",493,"Bird watching","I",2
"39062","MH",508,"Seed-feeding rodent","Crop damage",494,"Crop damage","I",2
"39063","MH",508,"Seed-feeding rodent","Crop damage",494,"Seed dispersal","I",2
"39064","MH",508,"Seed-feeding rodent","Crop damage",494,"Bird watching","I",2
"39065","MH",508,"Seed-feeding rodent","Crop damage",502,"Crop damage","I",2
"39066","MH",508,"Seed-feeding rodent","Crop damage",502,"Seed dispersal","I",2
"39067","MH",508,"Seed-feeding rodent","Crop damage",502,"Bird watching","I",2
"39068","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"39069","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"39070","MH",508,"Seed-feeding rodent","Crop damage",272,"Pollination","I",2
"39071","MH",508,"Seed-feeding rodent","Crop damage",497,"Crop damage","I",2
"39072","MH",508,"Seed-feeding rodent","Crop damage",497,"Seed dispersal","I",2
"39073","MH",508,"Seed-feeding rodent","Crop damage",497,"Bird watching","I",2
"39074","MH",508,"Seed-feeding rodent","Crop damage",502,"Crop damage","I",2
"39075","MH",508,"Seed-feeding rodent","Crop damage",502,"Seed dispersal","I",2
"39076","MH",508,"Seed-feeding rodent","Crop damage",502,"Bird watching","I",2
"39077","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"39078","MH",508,"Seed-feeding rodent","Crop damage",494,"Crop damage","I",2
"39079","MH",508,"Seed-feeding rodent","Crop damage",494,"Seed dispersal","I",2
"39080","MH",508,"Seed-feeding rodent","Crop damage",494,"Bird watching","I",2
"39081","MH",508,"Seed-feeding rodent","Crop damage",499,"Crop damage","I",2
"39082","MH",508,"Seed-feeding rodent","Crop damage",499,"Seed dispersal","I",2
"39083","MH",508,"Seed-feeding rodent","Crop damage",499,"Bird watching","I",2
"39084","MH",508,"Seed-feeding rodent","Crop damage",501,"Crop damage","I",2
"39085","MH",508,"Seed-feeding rodent","Crop damage",501,"Seed dispersal","I",2
"39086","MH",508,"Seed-feeding rodent","Crop damage",501,"Bird watching","I",2
"39087","MH",508,"Seed-feeding rodent","Crop damage",502,"Crop damage","I",2
"39088","MH",508,"Seed-feeding rodent","Crop damage",502,"Seed dispersal","I",2
"39089","MH",508,"Seed-feeding rodent","Crop damage",502,"Bird watching","I",2
"39090","MH",508,"Seed-feeding rodent","Crop damage",503,"Crop damage","I",2
"39091","MH",508,"Seed-feeding rodent","Crop damage",503,"Seed dispersal","I",2
"39092","MH",508,"Seed-feeding rodent","Crop damage",503,"Bird watching","I",2
"39093","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"39094","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"39095","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"39096","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"39097","MH",508,"Seed-feeding rodent","Crop damage",494,"Crop damage","I",2
"39098","MH",508,"Seed-feeding rodent","Crop damage",494,"Seed dispersal","I",2
"39099","MH",508,"Seed-feeding rodent","Crop damage",494,"Bird watching","I",2
"39100","MH",508,"Seed-feeding rodent","Crop damage",495,"Crop damage","I",2
"39101","MH",508,"Seed-feeding rodent","Crop damage",495,"Seed dispersal","I",2
"39102","MH",508,"Seed-feeding rodent","Crop damage",495,"Bird watching","I",2
"39103","MH",508,"Seed-feeding rodent","Crop damage",496,"Crop damage","I",2
"39104","MH",508,"Seed-feeding rodent","Crop damage",496,"Seed dispersal","I",2
"39105","MH",508,"Seed-feeding rodent","Crop damage",496,"Bird watching","I",2
"39106","MH",508,"Seed-feeding rodent","Crop damage",497,"Crop damage","I",2
"39107","MH",508,"Seed-feeding rodent","Crop damage",497,"Seed dispersal","I",2
"39108","MH",508,"Seed-feeding rodent","Crop damage",497,"Bird watching","I",2
"39109","MH",508,"Seed-feeding rodent","Crop damage",498,"Crop damage","I",2
"39110","MH",508,"Seed-feeding rodent","Crop damage",498,"Seed dispersal","I",2
"39111","MH",508,"Seed-feeding rodent","Crop damage",498,"Bird watching","I",2
"39112","MH",508,"Seed-feeding rodent","Crop damage",499,"Crop damage","I",2
"39113","MH",508,"Seed-feeding rodent","Crop damage",499,"Seed dispersal","I",2
"39114","MH",508,"Seed-feeding rodent","Crop damage",499,"Bird watching","I",2
"39115","MH",508,"Seed-feeding rodent","Crop damage",501,"Crop damage","I",2
"39116","MH",508,"Seed-feeding rodent","Crop damage",501,"Seed dispersal","I",2
"39117","MH",508,"Seed-feeding rodent","Crop damage",501,"Bird watching","I",2
"39118","MH",508,"Seed-feeding rodent","Crop damage",502,"Crop damage","I",2
"39119","MH",508,"Seed-feeding rodent","Crop damage",502,"Seed dispersal","I",2
"39120","MH",508,"Seed-feeding rodent","Crop damage",502,"Bird watching","I",2
"39121","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"39122","MH",508,"Seed-feeding rodent","Crop damage",97,"Pollination","I",2
"39123","MH",508,"Seed-feeding rodent","Crop damage",98,"Pollination","I",2
"39124","MH",508,"Seed-feeding rodent","Crop damage",127,"Pollination","I",2
"39125","MH",508,"Seed-feeding rodent","Crop damage",178,"Pollination","I",2
"39126","MH",508,"Seed-feeding rodent","Crop damage",254,"Pollination","I",2
"39127","MH",508,"Seed-feeding rodent","Crop damage",357,"Crop damage","I",2
"39128","MH",508,"Seed-feeding rodent","Crop damage",494,"Crop damage","I",2
"39129","MH",508,"Seed-feeding rodent","Crop damage",494,"Seed dispersal","I",2
"39130","MH",508,"Seed-feeding rodent","Crop damage",494,"Bird watching","I",2
"39131","MH",508,"Seed-feeding rodent","Crop damage",495,"Crop damage","I",2
"39132","MH",508,"Seed-feeding rodent","Crop damage",495,"Seed dispersal","I",2
"39133","MH",508,"Seed-feeding rodent","Crop damage",495,"Bird watching","I",2
"39134","MH",508,"Seed-feeding rodent","Crop damage",496,"Crop damage","I",2
"39135","MH",508,"Seed-feeding rodent","Crop damage",496,"Seed dispersal","I",2
"39136","MH",508,"Seed-feeding rodent","Crop damage",496,"Bird watching","I",2
"39137","MH",508,"Seed-feeding rodent","Crop damage",497,"Crop damage","I",2
"39138","MH",508,"Seed-feeding rodent","Crop damage",497,"Seed dispersal","I",2
"39139","MH",508,"Seed-feeding rodent","Crop damage",497,"Bird watching","I",2
"39140","MH",508,"Seed-feeding rodent","Crop damage",502,"Crop damage","I",2
"39141","MH",508,"Seed-feeding rodent","Crop damage",502,"Seed dispersal","I",2
"39142","MH",508,"Seed-feeding rodent","Crop damage",502,"Bird watching","I",2
"39143","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"39144","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"39145","MH",508,"Seed-feeding rodent","Crop damage",340,"Crop damage","I",2
"39146","MH",508,"Seed-feeding rodent","Crop damage",350,"Crop damage","I",2
"39147","MH",508,"Seed-feeding rodent","Crop damage",363,"Pest control","I",2
"39148","MH",508,"Seed-feeding rodent","Crop damage",374,"Pest control","I",2
"39149","MH",508,"Seed-feeding rodent","Crop damage",505,"Crop damage","I",2
"39150","MH",508,"Seed-feeding rodent","Crop damage",506,"Crop damage","I",2
"39151","MH",509,"Butterfly","Pollination",106,"Pollination","I",2
"39152","MH",509,"Butterfly","Pollination",117,"Pollination","I",2
"39153","MH",509,"Butterfly","Pollination",118,"Pollination","I",2
"39154","MH",509,"Butterfly","Pollination",120,"Pollination","I",2
"39155","MH",509,"Butterfly","Pollination",132,"Pollination","I",2
"39156","MH",509,"Butterfly","Pollination",135,"Pollination","I",2
"39157","MH",509,"Butterfly","Pollination",152,"Pollination","I",2
